"","Gene_symbol","Transcript","Ensembl","Ensembl_biomart"
"2068","COMMD9","NM_014186","ENSG00000110442","ENSG00000110442"
"2069","SSU72","NM_014188","ENSG00000160075","ENSG00000160075"
"2070","AP2A1","NM_014203","ENSG00000196961","ENSG00000196961"
"2071","TMEM258","NM_014206","ENSG00000134825","ENSG00000134825"
"2072","ITPK1","NM_014216","ENSG00000100605","ENSG00000100605"
"2073","ITPK1","NM_014216","ENSG00000100605","ENSG00000274958"
"2074","NDUFA8","NM_014222","ENSG00000119421","ENSG00000119421"
"2075","NFYC","NM_014223","ENSG00000066136","ENSG00000066136"
"2076","PPP2R1A","NM_014225","ENSG00000105568","ENSG00000105568"
"2077","SRP68","NM_014230","ENSG00000167881","ENSG00000167881"
"2078","UBTF","NM_014233","ENSG00000108312","ENSG00000108312"
"2079","UBL4A","NM_014235","ENSG00000102178","ENSG00000102178"
"2080","GNPAT","NM_014236","ENSG00000116906","ENSG00000116906"
"2081","EIF2B2","NM_014239","ENSG00000119718","ENSG00000119718"
"2082","RNF7","NM_014245","ENSG00000114125","ENSG00000114125"
"2083","RAPGEF2","NM_014247","ENSG00000109756","ENSG00000109756"
"2084","RBX1","NM_014248","ENSG00000100387","ENSG00000100387"
"2085","TMEM5","NM_014254","ENSG00000118600","ENSG00000118600"
"2086","PFDN6","NM_014260","ENSG00000204220","ENSG00000235692"
"2087","PFDN6","NM_014260","ENSG00000204220","ENSG00000204220"
"2088","PFDN6","NM_014260","ENSG00000204220","ENSG00000206283"
"2089","PFDN6","NM_014260","ENSG00000204220","ENSG00000224782"
"2090","PFDN6","NM_014260","ENSG00000204220","ENSG00000237335"
"2091","YME1L1","NM_014263","ENSG00000136758","ENSG00000136758"
"2092","C11orf58","NM_014267","ENSG00000110696","ENSG00000110696"
"2093","MAPRE2","NM_014268","ENSG00000166974","ENSG00000166974"
"2094","MGAT4B","NM_014275","ENSG00000161013","ENSG00000161013"
"2095","MGAT4B","NM_014275","ENSG00000161013","ENSG00000284501"
"2096","DNAJC8","NM_014280","ENSG00000126698","ENSG00000126698"
"2097","PUF60","NM_014281","ENSG00000179950","ENSG00000179950"
"2098","PUF60","NM_014281","ENSG00000179950","ENSG00000274081"
"2099","EXOSC2","NM_014285","ENSG00000130713","ENSG00000130713"
"2100","CAPN7","NM_014296","ENSG00000131375","ENSG00000131375"
"2101","BRD4","NM_014299","ENSG00000141867","ENSG00000141867"
"2102","SEC11A","NM_014300","ENSG00000140612","ENSG00000140612"
"2103","ISCU","NM_014301","ENSG00000136003","ENSG00000136003"
"2104","SEC61G","NM_014302","ENSG00000132432","ENSG00000132432"
"2105","PES1","NM_014303","ENSG00000100029","ENSG00000100029"
"2106","C22orf28","NM_014306","ENSG00000100220",NA
"2107","SMUG1","NM_014311","ENSG00000123415","ENSG00000123415"
"2108","TMEM50A","NM_014313","ENSG00000183726","ENSG00000183726"
"2109","KLHDC2","NM_014315","ENSG00000165516","ENSG00000165516"
"2110","PATZ1","NM_014323","ENSG00000100105","ENSG00000100105"
"2111","CORO1C","NM_014325","ENSG00000110880","ENSG00000110880"
"2112","EDC4","NM_014329","ENSG00000038358","ENSG00000038358"
"2113","MTCH1","NM_014341","ENSG00000137409","ENSG00000137409"
"2114","MTCH2","NM_014342","ENSG00000109919","ENSG00000109919"
"2115","TBC1D22A","NM_014346","ENSG00000054611","ENSG00000054611"
"2116","GNL3","NM_014366","ENSG00000163938","ENSG00000163938"
"2117","FAM162A","NM_014367","ENSG00000114023","ENSG00000114023"
"2118","RNF11","NM_014372","ENSG00000123091","ENSG00000123091"
"2119","DNAJC2","NM_014377","ENSG00000105821","ENSG00000105821"
"2120","ATP2C1","NM_014382","ENSG00000017260","ENSG00000017260"
"2121","DIEXF","NM_014388","ENSG00000117597","ENSG00000117597"
"2122","PELP1","NM_014389","ENSG00000141456","ENSG00000141456"
"2123","SND1","NM_014390","ENSG00000197157","ENSG00000197157"
"2124","STAU2","NM_014393","ENSG00000040341","ENSG00000040341"
"2125","GHITM","NM_014394","ENSG00000165678","ENSG00000165678"
"2126","UQCRQ","NM_014402","ENSG00000164405","ENSG00000164405"
"2127","TRAPPC3","NM_014408","ENSG00000054116","ENSG00000054116"
"2128","TAF5L","NM_014409","ENSG00000135801","ENSG00000135801"
"2129","EIF2AK1","NM_014413","ENSG00000086232","ENSG00000086232"
"2130","ZBTB11","NM_014415","ENSG00000066422","ENSG00000066422"
"2131","AFF4","NM_014423","ENSG00000072364","ENSG00000072364"
"2132","INVS","NM_014425","ENSG00000119509","ENSG00000119509"
"2133","SNX5","NM_014426","ENSG00000089006","ENSG00000089006"
"2134","SLC39A1","NM_014437","ENSG00000143570","ENSG00000143570"
"2135","TUBGCP4","NM_014444","ENSG00000137822","ENSG00000137822"
"2136","ARFIP1","NM_014447","ENSG00000164144","ENSG00000164144"
"2137","CHMP2A","NM_014453","ENSG00000130724","ENSG00000130724"
"2138","RNF115","NM_014455","ENSG00000121848","ENSG00000265491"
"2139","KLHL20","NM_014458","ENSG00000076321","ENSG00000076321"
"2140","LSM1","NM_014462","ENSG00000175324","ENSG00000175324"
"2141","LSM3","NM_014463","ENSG00000170860","ENSG00000170860"
"2142","DIMT1","NM_014473","ENSG00000086189","ENSG00000086189"
"2143","CRCP","NM_014478","ENSG00000214623","ENSG00000241258"
"2144","APEX2","NM_014481","ENSG00000169188","ENSG00000169188"
"2145","ZNF330","NM_014487","ENSG00000109445","ENSG00000109445"
"2146","TNRC6A","NM_014494","ENSG00000090905","ENSG00000090905"
"2147","ZNF638","NM_014497","ENSG00000075292","ENSG00000075292"
"2148","PRPF19","NM_014502","ENSG00000110107","ENSG00000110107"
"2149","RABGEF1","NM_014504","ENSG00000154710","ENSG00000284461"
"2150","RABGEF1","NM_014504","ENSG00000154710","ENSG00000154710"
"2151","TOR1B","NM_014506","ENSG00000136816","ENSG00000136816"
"2152","MCAT","NM_014507","ENSG00000100294","ENSG00000100294"
"2153","CNOT2","NM_014515","ENSG00000111596","ENSG00000111596"
"2154","CNOT3","NM_014516","ENSG00000088038","ENSG00000276082"
"2155","CNOT3","NM_014516","ENSG00000088038","ENSG00000275979"
"2156","CNOT3","NM_014516","ENSG00000088038","ENSG00000274941"
"2157","CNOT3","NM_014516","ENSG00000088038","ENSG00000273943"
"2158","CNOT3","NM_014516","ENSG00000088038","ENSG00000277114"
"2159","CNOT3","NM_014516","ENSG00000088038","ENSG00000274176"
"2160","CNOT3","NM_014516","ENSG00000088038","ENSG00000088038"
"2161","CNOT3","NM_014516","ENSG00000088038","ENSG00000274616"
"2162","CNOT3","NM_014516","ENSG00000088038","ENSG00000277600"
"2163","CNOT3","NM_014516","ENSG00000088038","ENSG00000277615"
"2164","UBP1","NM_014517","ENSG00000153560","ENSG00000153560"
"2165","ZNF232","NM_014519","ENSG00000167840","ENSG00000167840"
"2166","MYBBP1A","NM_014520","ENSG00000132382","ENSG00000132382"
"2167","NCAPH2","NM_014551","ENSG00000025770","ENSG00000025770"
"2168","ARFGAP3","NM_014570","ENSG00000100262","ENSG00000242247"
"2169","STRN3","NM_014574","ENSG00000196792","ENSG00000196792"
"2170","ERO1L","NM_014584","ENSG00000197930",NA
"2171","CXXC1","NM_014593","ENSG00000154832","ENSG00000154832"
"2172","NT5C","NM_014595","ENSG00000125458","ENSG00000125458"
"2173","ZNRD1","NM_014596","ENSG00000206429","ENSG00000206502"
"2174","ZNRD1","NM_014596","ENSG00000206429","ENSG00000235443"
"2175","ZNRD1","NM_014596","ENSG00000206429","ENSG00000235176"
"2176","ZNRD1","NM_014596","ENSG00000206429","ENSG00000236808"
"2177","ZNRD1","NM_014596","ENSG00000206429","ENSG00000224859"
"2178","ZNRD1","NM_014596","ENSG00000206429","ENSG00000233795"
"2179","ZNRD1","NM_014596","ENSG00000206429","ENSG00000066379"
"2180","ZNRD1","NM_014596","ENSG00000206429","ENSG00000236949"
"2181","DNTTIP2","NM_014597","ENSG00000067334","ENSG00000067334"
"2182","PIK3R4","NM_014602","ENSG00000196455","ENSG00000196455"
"2183","UBXN4","NM_014607","ENSG00000144224","ENSG00000144224"
"2184","CYFIP1","NM_014608","ENSG00000068793","ENSG00000280618"
"2185","CYFIP1","NM_014608","ENSG00000068793","ENSG00000273749"
"2186","FAM120A","NM_014612","ENSG00000048828","ENSG00000048828"
"2187","FAF2","NM_014613","ENSG00000113194","ENSG00000113194"
"2188","MAD2L1BP","NM_014628","ENSG00000124688","ENSG00000124688"
"2189","ZNF592","NM_014630","ENSG00000166716","ENSG00000166716"
"2190","MTFR1","NM_014637","ENSG00000066855","ENSG00000066855"
"2191","TTC37","NM_014639","ENSG00000198677","ENSG00000198677"
"2192","MDC1","NM_014641","ENSG00000206481","ENSG00000231135"
"2193","MDC1","NM_014641","ENSG00000206481","ENSG00000206481"
"2194","MDC1","NM_014641","ENSG00000206481","ENSG00000237095"
"2195","MDC1","NM_014641","ENSG00000206481","ENSG00000225589"
"2196","MDC1","NM_014641","ENSG00000206481","ENSG00000224587"
"2197","MDC1","NM_014641","ENSG00000206481","ENSG00000228575"
"2198","MDC1","NM_014641","ENSG00000206481","ENSG00000137337"
"2199","MDC1","NM_014641","ENSG00000206481","ENSG00000234012"
"2200","SLC25A44","NM_014655","ENSG00000160785","ENSG00000160785"
"2201","TTI1","NM_014657","ENSG00000101407","ENSG00000101407"
"2202","KDM4A","NM_014663","ENSG00000066135","ENSG00000066135"
"2203","LRRC14","NM_014665","ENSG00000160959","ENSG00000160959"
"2204","CLINT1","NM_014666","ENSG00000113282","ENSG00000113282"
"2205","BZW1","NM_014670","ENSG00000198406","ENSG00000082153"
"2206","UBE3C","NM_014671","ENSG00000009335","ENSG00000009335"
"2207","KIAA0391","NM_014672","ENSG00000100890","ENSG00000100890"
"2208","EMC2","NM_014673","ENSG00000104412","ENSG00000104412"
"2209","PUM1","NM_014676","ENSG00000134644","ENSG00000134644"
"2210","PPP6R2","NM_014678","ENSG00000100239","ENSG00000100239"
"2211","KIAA0100","NM_014680","ENSG00000007202","ENSG00000007202"
"2212","HERPUD1","NM_014685","ENSG00000051108","ENSG00000051108"
"2213","CEP104","NM_014704","ENSG00000116198","ENSG00000116198"
"2214","SART3","NM_014706","ENSG00000075856","ENSG00000075856"
"2215","LAPTM4A","NM_014713","ENSG00000068697","ENSG00000068697"
"2216","MLEC","NM_014730","ENSG00000110917","ENSG00000110917"
"2217","KIAA0195","NM_014738","ENSG00000177728",NA
"2218","BCLAF1","NM_014739","ENSG00000029363","ENSG00000029363"
"2219","EIF4A3","NM_014740","ENSG00000141543","ENSG00000141543"
"2220","ATG13","NM_014741","ENSG00000175224","ENSG00000175224"
"2221","TM9SF4","NM_014742","ENSG00000101337","ENSG00000101337"
"2222","KIAA0232","NM_014743","ENSG00000170871","ENSG00000170871"
"2223","SNX17","NM_014748","ENSG00000115234","ENSG00000115234"
"2224","MTSS1","NM_014751","ENSG00000170873","ENSG00000170873"
"2225","BMS1","NM_014753","ENSG00000165733","ENSG00000165733"
"2226","PTDSS1","NM_014754","ENSG00000156471","ENSG00000156471"
"2227","SERTAD2","NM_014755","ENSG00000179833","ENSG00000179833"
"2228","SNX19","NM_014758","ENSG00000120451","ENSG00000120451"
"2229","TATDN2","NM_014760","ENSG00000157014","ENSG00000157014"
"2230","MRPL19","NM_014763","ENSG00000115364","ENSG00000115364"
"2231","TOMM20","NM_014765","ENSG00000173726","ENSG00000173726"
"2232","RNF40","NM_014771","ENSG00000103549","ENSG00000103549"
"2233","KIAA0141","NM_014773","ENSG00000081791","ENSG00000081791"
"2234","EFCAB14","NM_014774","ENSG00000159658","ENSG00000159658"
"2235","RB1CC1","NM_014781","ENSG00000023287","ENSG00000023287"
"2236","ARHGEF11","NM_014784","ENSG00000132694","ENSG00000132694"
"2237","ZNF623","NM_014789","ENSG00000183309","ENSG00000183309"
"2238","ZNF623","NM_014789","ENSG00000183309","ENSG00000276340"
"2239","PLEKHM1","NM_014798","ENSG00000141342","ENSG00000276358"
"2240","PLEKHM1","NM_014798","ENSG00000141342","ENSG00000225190"
"2241","PLEKHM1","NM_014798","ENSG00000141342","ENSG00000277111"
"2242","ZNF518A","NM_014803","ENSG00000177853","ENSG00000177853"
"2243","EPM2AIP1","NM_014805","ENSG00000178567","ENSG00000178567"
"2244","PSMD6","NM_014814","ENSG00000163636","ENSG00000163636"
"2245","MED24","NM_014815","ENSG00000008838","ENSG00000008838"
"2246","TOMM70A","NM_014820","ENSG00000154174",NA
"2247","ZC3H11A","NM_014827","ENSG00000058673","ENSG00000058673"
"2248","TOX4","NM_014828","ENSG00000092203","ENSG00000092203"
"2249","DDX46","NM_014829","ENSG00000145833","ENSG00000145833"
"2250","ZBTB39","NM_014830","ENSG00000166860","ENSG00000166860"
"2251","OSBPL2","NM_014835","ENSG00000130703","ENSG00000130703"
"2252","ZBED4","NM_014838","ENSG00000100426","ENSG00000100426"
"2253","KIAA0196","NM_014846","ENSG00000164961",NA
"2254","UBAP2L","NM_014847","ENSG00000143569","ENSG00000143569"
"2255","SUPT7L","NM_014860","ENSG00000119760","ENSG00000119760"
"2256","FAM20B","NM_014864","ENSG00000116199","ENSG00000116199"
"2257","SEC16A","NM_014866","ENSG00000148396","ENSG00000148396"
"2258","RNF10","NM_014868","ENSG00000022840","ENSG00000022840"
"2259","ZBTB5","NM_014872","ENSG00000168795","ENSG00000168795"
"2260","HELZ","NM_014877","ENSG00000198265","ENSG00000198265"
"2261","ANAPC10","NM_014885","ENSG00000164162","ENSG00000164162"
"2262","NSA2","NM_014886","ENSG00000164346","ENSG00000164346"
"2263","N4BP2L2","NM_014887","ENSG00000139617","ENSG00000244754"
"2264","PITRM1","NM_014889","ENSG00000107959","ENSG00000107959"
"2265","PDAP1","NM_014891","ENSG00000106244","ENSG00000106244"
"2266","SCAF8","NM_014892","ENSG00000213079","ENSG00000213079"
"2267","DOLK","NM_014908","ENSG00000175283","ENSG00000175283"
"2268","ZNF507","NM_014910","ENSG00000168813","ENSG00000168813"
"2269","ICK","NM_014920","ENSG00000112144","ENSG00000112144"
"2270","FNDC3A","NM_014923","ENSG00000102531","ENSG00000102531"
"2271","R3HDM2","NM_014925","ENSG00000179912","ENSG00000179912"
"2272","FASTKD2","NM_014929","ENSG00000118246","ENSG00000118246"
"2273","SEC31A","NM_014933","ENSG00000138674","ENSG00000138674"
"2274","TRAPPC8","NM_014939","ENSG00000153339","ENSG00000153339"
"2275","MORC2","NM_014941","ENSG00000133422","ENSG00000133422"
"2276","ZHX2","NM_014943","ENSG00000178764","ENSG00000178764"
"2277","UBOX5","NM_014948","ENSG00000185019","ENSG00000185019"
"2278","ZBTB1","NM_014950","ENSG00000126804","ENSG00000126804"
"2279","BAHD1","NM_014952","ENSG00000140320","ENSG00000140320"
"2280","DIS3","NM_014953","ENSG00000083520","ENSG00000083520"
"2281","METTL13","NM_014955","ENSG00000010165","ENSG00000010165"
"2282","DHX30","NM_014966","ENSG00000132153","ENSG00000132153"
"2283","TCF25","NM_014972","ENSG00000141002","ENSG00000141002"
"2284","ACIN1","NM_014977","ENSG00000100813","ENSG00000100813"
"2285","PCNX","NM_014982","ENSG00000100731",NA
"2286","HMGXB3","NM_014983","ENSG00000113716","ENSG00000113716"
"2287","RAB21","NM_014999","ENSG00000080371","ENSG00000080371"
"2288","SPEN","NM_015001","ENSG00000065526","ENSG00000065526"
"2289","EXOSC7","NM_015004","ENSG00000075914","ENSG00000075914"
"2290","TMEM41B","NM_015012","ENSG00000166471","ENSG00000166471"
"2291","RBM34","NM_015014","ENSG00000188739","ENSG00000188739"
"2292","USP33","NM_015017","ENSG00000077254","ENSG00000077254"
"2293","WDTC1","NM_015023","ENSG00000142784","ENSG00000142784"
"2294","XPO7","NM_015024","ENSG00000130227","ENSG00000130227"
"2295","MON2","NM_015026","ENSG00000061987","ENSG00000061987"
"2296","ZHX3","NM_015035","ENSG00000174306","ENSG00000174306"
"2297","ZSWIM8","NM_015037","ENSG00000214655","ENSG00000214655"
"2298","KIAA0754","NM_015038","#N/D",NA
"2299","TBC1D9B","NM_015043","ENSG00000197226","ENSG00000197226"
"2300","TBC1D9B","NM_015043","ENSG00000197226","ENSG00000284400"
"2301","WAPAL","NM_015045","ENSG00000062650",NA
"2302","EMC1","NM_015047","ENSG00000127463","ENSG00000127463"
"2303","FTSJD2","NM_015050","ENSG00000137200",NA
"2304","ERP44","NM_015051","ENSG00000023318","ENSG00000023318"
"2305","UHRF1BP1L","NM_015054","ENSG00000111647","ENSG00000111647"
"2306","ZC3H13","NM_015070","ENSG00000123200","ENSG00000123200"
"2307","CDK12","NM_015083","ENSG00000167258","ENSG00000167258"
"2308","MRPS27","NM_015084","ENSG00000113048","ENSG00000113048"
"2309","TAB2","NM_015093","ENSG00000055208","ENSG00000055208"
"2310","CAMTA2","NM_015099","ENSG00000108509","ENSG00000108509"
"2311","ATG2A","NM_015104","ENSG00000110046","ENSG00000110046"
"2312","SMC5","NM_015110","ENSG00000198887","ENSG00000198887"
"2313","DCUN1D4","NM_015115","ENSG00000109184","ENSG00000109184"
"2314","ZC3H3","NM_015117","ENSG00000014164","ENSG00000014164"
"2315","ZC3H3","NM_015117","ENSG00000014164","ENSG00000282684"
"2316","GRAMD4","NM_015124","ENSG00000075240","ENSG00000075240"
"2317","CIC","NM_015125","ENSG00000079432","ENSG00000079432"
"2318","CLCC1","NM_015127","ENSG00000121940","ENSG00000121940"
"2319","WDR43","NM_015131","ENSG00000163811","ENSG00000163811"
"2320","SNX13","NM_015132","ENSG00000071189","ENSG00000071189"
"2321","EFR3A","NM_015137","ENSG00000132294","ENSG00000132294"
"2322","METAP1","NM_015143","ENSG00000164024","ENSG00000164024"
"2323","PMPCA","NM_015160","ENSG00000165688","ENSG00000165688"
"2324","JMJD6","NM_015167","ENSG00000070495","ENSG00000070495"
"2325","RRS1","NM_015169","ENSG00000179041","ENSG00000179041"
"2326","TBC1D1","NM_015173","ENSG00000065882","ENSG00000065882"
"2327","FBXO28","NM_015176","ENSG00000143756","ENSG00000143756"
"2328","DNAJC9","NM_015190","ENSG00000213551","ENSG00000213551"
"2329","EXOC7","NM_015219","ENSG00000182473","ENSG00000182473"
"2330","CSTF2T","NM_015235","ENSG00000177613","ENSG00000177613"
"2331","MGRN1","NM_015246","ENSG00000102858","ENSG00000102858"
"2332","ATMIN","NM_015251","ENSG00000166454","ENSG00000166454"
"2333","UBR2","NM_015255","ENSG00000024048","ENSG00000024048"
"2334","ZCCHC11","NM_015269","ENSG00000134744","ENSG00000134744"
"2335","MAN2B2","NM_015274","ENSG00000013288","ENSG00000013288"
"2336","USP22","NM_015276","ENSG00000124422","ENSG00000124422"
"2337","KHNYN","NM_015299","ENSG00000100441","ENSG00000100441"
"2338","LARP1","NM_015315","ENSG00000155506","ENSG00000155506"
"2339","PUM2","NM_015317","ENSG00000055917","ENSG00000055917"
"2340","UFL1","NM_015323","ENSG00000014123","ENSG00000014123"
"2341","RRP8","NM_015324","ENSG00000132275","ENSG00000132275"
"2342","KIAA0947","NM_015325","ENSG00000164151",NA
"2343","SMG5","NM_015327","ENSG00000198952","ENSG00000198952"
"2344","SPECC1L","NM_015330","ENSG00000100014","ENSG00000100014"
"2345","NCSTN","NM_015331","ENSG00000162736","ENSG00000162736"
"2346","ADNP","NM_015339","ENSG00000101126","ENSG00000101126"
"2347","LARS2","NM_015340","ENSG00000011376","ENSG00000011376"
"2348","PPWD1","NM_015342","ENSG00000113593","ENSG00000113593"
"2349","TMEM131","NM_015348","ENSG00000075568","ENSG00000075568"
"2350","POFUT1","NM_015352","ENSG00000101346","ENSG00000101346"
"2351","SUZ12","NM_015355","ENSG00000178691","ENSG00000178691"
"2352","SCRIB","NM_015356","ENSG00000180900","ENSG00000180900"
"2353","SCRIB","NM_015356","ENSG00000180900","ENSG00000274287"
"2354","SKIV2L2","NM_015360","ENSG00000039123","ENSG00000039123"
"2355","BCL2L13","NM_015367","ENSG00000099968","ENSG00000099968"
"2356","PANX1","NM_015368","ENSG00000110218","ENSG00000110218"
"2357","SUN2","NM_015374","ENSG00000100242","ENSG00000100242"
"2358","SAMM50","NM_015380","ENSG00000100347","ENSG00000100347"
"2359","NIPBL","NM_015384","ENSG00000164190","ENSG00000164190"
"2360","COG4","NM_015386","ENSG00000103051","ENSG00000103051"
"2361","MOB4","NM_015387","ENSG00000115540","ENSG00000115540"
"2362","YIPF3","NM_015388","ENSG00000137207","ENSG00000137207"
"2363","ANAPC13","NM_015391","ENSG00000129055","ENSG00000129055"
"2364","DCAF12","NM_015397","ENSG00000198876","ENSG00000198876"
"2365","BRMS1","NM_015399","ENSG00000174744","ENSG00000174744"
"2366","ABHD14A","NM_015407","ENSG00000042022","ENSG00000248487"
"2367","C3orf17","NM_015412","ENSG00000163608",NA
"2368","MPC2","NM_015415","ENSG00000143158","ENSG00000143158"
"2369","LETMD1","NM_015416","ENSG00000050426","ENSG00000050426"
"2370","DCAF13","NM_015420","ENSG00000164934","ENSG00000164934"
"2371","TMEM186","NM_015421","ENSG00000184857","ENSG00000184857"
"2372","AASDHPPT","NM_015423","ENSG00000149313","ENSG00000149313"
"2373","RCHY1","NM_015436","ENSG00000163743","ENSG00000163743"
"2374","C1orf43","NM_015449","ENSG00000143612","ENSG00000143612"
"2375","THUMPD3","NM_015453","ENSG00000134077","ENSG00000134077"
"2376","LARP7","NM_015454","ENSG00000174720","ENSG00000174720"
"2377","NELFB","NM_015456","ENSG00000188986","ENSG00000188986"
"2378","ZDHHC5","NM_015457","ENSG00000156599","ENSG00000156599"
"2379","NOL11","NM_015462","ENSG00000130935","ENSG00000130935"
"2380","PTPN23","NM_015466","ENSG00000076201","ENSG00000076201"
"2381","HEATR5A","NM_015473","ENSG00000129493","ENSG00000129493"
"2382","FAM98A","NM_015475","ENSG00000119812","ENSG00000119812"
"2383","KBTBD2","NM_015483","ENSG00000170852","ENSG00000170852"
"2384","SYF2","NM_015484","ENSG00000117614","ENSG00000117614"
"2385","RWDD3","NM_015485","ENSG00000122481","ENSG00000122481"
"2386","PNISR","NM_015491","ENSG00000132424","ENSG00000132424"
"2387","KIAA1429","NM_015496","ENSG00000164944","ENSG00000164944"
"2388","NECAP1","NM_015509","ENSG00000089818","ENSG00000089818"
"2389","DHRS7B","NM_015510","ENSG00000109016","ENSG00000109016"
"2390","AAR2","NM_015511","ENSG00000131043","ENSG00000131043"
"2391","CRELD1","NM_015513","ENSG00000163703","ENSG00000163703"
"2392","NGDN","NM_015514","ENSG00000129460","ENSG00000129460"
"2393","HINFP","NM_015517","ENSG00000172273","ENSG00000172273"
"2394","IBTK","NM_015525","ENSG00000005700","ENSG00000005700"
"2395","IBTK","NM_015525","ENSG00000005700","ENSG00000283068"
"2396","RNF167","NM_015528","ENSG00000108523","ENSG00000108523"
"2397","GORASP2","NM_015530","ENSG00000115806","ENSG00000115806"
"2398","ZZZ3","NM_015534","ENSG00000036549","ENSG00000036549"
"2399","UPF2","NM_015542","ENSG00000151461","ENSG00000151461"
"2400","PTCD1","NM_015545","ENSG00000106246","ENSG00000106246"
"2401","GLCE","NM_015554","ENSG00000138604","ENSG00000138604"
"2402","OPA1","NM_015560","ENSG00000198836","ENSG00000198836"
"2403","SENP6","NM_015571","ENSG00000112701","ENSG00000112701"
"2404","LSM14A","NM_015578","ENSG00000105216","ENSG00000257103"
"2405","LSM14A","NM_015578","ENSG00000105216","ENSG00000262860"
"2406","POLDIP2","NM_015584","ENSG00000004142","ENSG00000004142"
"2407","GPATCH4","NM_015590","ENSG00000160818","ENSG00000160818"
"2408","ABHD12","NM_015600","ENSG00000100997","ENSG00000100997"
"2409","HERC4","NM_015601","ENSG00000148634","ENSG00000148634"
"2410","CHTOP","NM_015607","ENSG00000160679","ENSG00000160679"
"2411","WIPI2","NM_015610","ENSG00000157954","ENSG00000157954"
"2412","PRPF31","NM_015629","ENSG00000105618","ENSG00000274144"
"2413","PRPF31","NM_015629","ENSG00000105618","ENSG00000276421"
"2414","PRPF31","NM_015629","ENSG00000105618","ENSG00000274651"
"2415","PRPF31","NM_015629","ENSG00000105618","ENSG00000277707"
"2416","PRPF31","NM_015629","ENSG00000105618","ENSG00000105618"
"2417","PRPF31","NM_015629","ENSG00000105618","ENSG00000275885"
"2418","PRPF31","NM_015629","ENSG00000105618","ENSG00000277953"
"2419","PRPF31","NM_015629","ENSG00000105618","ENSG00000275117"
"2420","PRPF31","NM_015629","ENSG00000105618","ENSG00000274894"
"2421","PRPF31","NM_015629","ENSG00000105618","ENSG00000277154"
"2422","TCTN3","NM_015631","ENSG00000119977","ENSG00000119977"
"2423","FGFR1OP2","NM_015633","ENSG00000111790","ENSG00000111790"
"2424","GAPVD1","NM_015635","ENSG00000165219","ENSG00000165219"
"2425","EIF2B4","NM_015636","ENSG00000115211","ENSG00000115211"
"2426","TRPC4AP","NM_015638","ENSG00000100991","ENSG00000100991"
"2427","SERBP1","NM_015640","ENSG00000142864","ENSG00000142864"
"2428","IRF2BP1","NM_015649","ENSG00000170604","ENSG00000170604"
"2429","C10orf12","NM_015652","ENSG00000155640",NA
"2430","NOC2L","NM_015658","ENSG00000188976","ENSG00000188976"
"2431","RSL1D1","NM_015659","ENSG00000171490","ENSG00000171490"
"2432","AAAS","NM_015665","ENSG00000094914","ENSG00000094914"
"2433","GTPBP5","NM_015666","ENSG00000101181",NA
"2434","SENP3","NM_015670","ENSG00000161956","ENSG00000161956"
"2435","TMEM251","NM_015676","ENSG00000153485","ENSG00000153485"
"2436","TMEM251","NM_015676","ENSG00000153485","ENSG00000275947"
"2437","TRUB2","NM_015679","ENSG00000167112","ENSG00000167112"
"2438","ATP5S","NM_015684","ENSG00000125375","ENSG00000125375"
"2439","ZNF777","NM_015694","ENSG00000196453","ENSG00000196453"
"2440","BRPF3","NM_015695","ENSG00000096070","ENSG00000096070"
"2441","COQ2","NM_015697","ENSG00000173085","ENSG00000173085"
"2442","GPKOW","NM_015698","ENSG00000068394","ENSG00000068394"
"2443","NFU1","NM_015700","ENSG00000169599","ENSG00000169599"
"2444","ERLEC1","NM_015701","ENSG00000068912","ENSG00000068912"
"2445","MMADHC","NM_015702","ENSG00000168288","ENSG00000168288"
"2446","RRP7A","NM_015703","ENSG00000189306","ENSG00000189306"
"2447","DESI1","NM_015704","ENSG00000100418","ENSG00000100418"
"2448","SGSM3","NM_015705","ENSG00000100359","ENSG00000100359"
"2449","PNPLA8","NM_015723","ENSG00000135241","ENSG00000135241"
"2450","DCAF8","NM_015726","ENSG00000132716","ENSG00000132716"
"2451","WARS2","NM_015836","ENSG00000116874","ENSG00000116874"
"2452","GTF2A1","NM_015859","ENSG00000165417","ENSG00000165417"
"2453","ZNF593","NM_015871","ENSG00000142684","ENSG00000142684"
"2454","AZIN1","NM_015878","ENSG00000155096","ENSG00000155096"
"2455","MBTPS2","NM_015884","ENSG00000012174","ENSG00000012174"
"2456","PCF11","NM_015885","ENSG00000165494","ENSG00000165494"
"2457","CDC40","NM_015891","ENSG00000168438","ENSG00000168438"
"2458","ZBTB7A","NM_015898","ENSG00000178951","ENSG00000178951"
"2459","EIF5B","NM_015904","ENSG00000158417","ENSG00000158417"
"2460","LAP3","NM_015907","ENSG00000002549","ENSG00000002549"
"2461","ZNF691","NM_015911","ENSG00000164011","ENSG00000164011"
"2462","TXNDC12","NM_015913","ENSG00000117862","ENSG00000117862"
"2463","TXNDC11","NM_015914","ENSG00000153066","ENSG00000153066"
"2464","POP5","NM_015918","ENSG00000167272","ENSG00000167272"
"2465","ZNF226","NM_015919","ENSG00000167380","ENSG00000167380"
"2466","RPS27L","NM_015920","ENSG00000185088","ENSG00000185088"
"2467","CUTA","NM_015921","ENSG00000112514","ENSG00000112514"
