Ensembl	species	Gene	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
ENSG00000257704	Mm Hs	INAFM1	Interneurons	PRR24	0.021	InaF motif containing 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0534759	0.0162907	0.0212559
ENSG00000078725	Mm Hs	BRINP1	Interneurons	FAM5A|DBCCR1	0.013	BMP/retinoic acid inducible neural specific 1	protein-coding gene	NA	Ectoderm	Brain	0	0.459893	0.000313283	0.0115705
ENSG00000139200	Mm Hs	PIANP	Interneurons	DKFZp547D2210|PANP|C12orf53	0.023	PILR alpha associated neural protein	protein-coding gene	NA	Ectoderm	Brain	0	0.395722	0	0.024441
ENSG00000168993	Mm Hs	CPLX1	Interneurons	CPX-I	0.026	complexin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.433155	0	0.0276911
ENSG00000188803	Mm Hs	SHISA6	Interneurons	FLJ45455	0.002	shisa family member 6	protein-coding gene	NA	Ectoderm	Brain	0	0.0481283	0	0.00143006
ENSG00000152578	Mm Hs	GRIA4	Interneurons	GluA4|GLURD|GLUR4	0.014	glutamate ionotropic receptor AMPA type subunit 4	protein-coding gene	NA	Ectoderm	Brain	0	0.0641711	0.00344612	0.0159906
ENSG00000125841	Mm Hs	NRSN2	Interneurons	dJ1103G7.6|C20orf98	0.032	neurensin 2	protein-coding gene	NA	Ectoderm	Brain	0	0.208556	0.000626566	0.0374415
ENSG00000148600	Mm Hs	CDHR1	Interneurons	KIAA1775|CORD15|RP65|PCDH21	0.003	cadherin related family member 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0748663	0	0.00279511
ENSG00000159842	Mm Hs	ABR	Interneurons	MDB	0.031	"ABR, RhoGEF and GTPase activating protein"	protein-coding gene	NA	Ectoderm	Brain	0	0.518717	0.000626566	0.0322413
ENSG00000124785	Mm Hs	NRN1	Interneurons	NRN	0.021	neuritin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.540107	0.0100251	0.0167707
ENSG00000010818	Mm Hs	HIVEP2	Interneurons	MBP-2|HIV-EP2|MIBP1|ZAS2|Schnurri-2|ZNF40B	0.055	human immunodeficiency virus type I enhancer binding protein 2	protein-coding gene	NA	Ectoderm	Brain	0	0.491979	0.00250627	0.0633775
ENSG00000182379	Mm Hs	NXPH4	Interneurons	NPH4	0.003	neurexophilin 4	protein-coding gene	NA	Ectoderm	Brain	0	0.0320856	0.00156642	0.0025351
ENSG00000179242	Mm Hs	CDH4	Interneurons	NA	0.017	cadherin 4	protein-coding gene	NA	Ectoderm	Brain	0	0.0534759	0.000313283	0.0200208
ENSG00000175264	Mm Hs	CHST1	Interneurons	KSGal6ST	0.032	carbohydrate sulfotransferase 1	protein-coding gene	NA	Ectoderm	Brain	0	0.57754	0.0131579	0.0311362
ENSG00000237515	Mm Hs	SHISA9	Interneurons	NA	0.004	shisa family member 9	protein-coding gene	NA	Ectoderm	Brain	0	0.139037	0.000313283	0.00338014
ENSG00000163508	Mm Hs	EOMES	Interneurons	TBR2	0.021	eomesodermin	protein-coding gene	NA	Ectoderm	Brain	0	0.0427807	0.00219298	0.025936
ENSG00000197696	Mm Hs	NMB	Interneurons	MGC2277|MGC3936|MGC17211	0.013	neuromedin B	protein-coding gene	NA	Ectoderm	Brain	0	0.0588235	0.0256892	0.00734529
ENSG00000206401	Mm Hs	LY6G6E	Interneurons	G6e|C6orf22	0.002	lymphocyte antigen 6 family member G6E	other	NA	Ectoderm	Brain	0	0.026738	0	0.0024051
ENSG00000183166	Mm Hs	CALN1	Interneurons	CABP8	0.018	calneuron 1	protein-coding gene	NA	Ectoderm	Brain	0	0.459893	0.000313283	0.0169007
ENSG00000147044	Mm Hs	CASK	Interneurons	LIN2|CAGH39|FGS4|TNRC8	0.043	calcium/calmodulin dependent serine protein kinase	protein-coding gene	NA	Ectoderm	Brain	0	0.395722	0.00219298	0.049662
ENSG00000198216	Mm Hs	CACNA1E	Interneurons	Cav2.3|BII|CACH6|CACNL1A6	0.023	calcium voltage-gated channel subunit alpha1 E	protein-coding gene	NA	Ectoderm	Brain	0	0.454545	0.0018797	0.0228159
ENSG00000157470	Mm Hs	FAM81A	Interneurons	MGC26690	0.028	family with sequence similarity 81 member A	protein-coding gene	NA	Ectoderm	Brain	0	0.55615	0	0.0292512
ENSG00000164076	Mm Hs	CAMKV	Interneurons	MGC8407|VACAMKL	0.024	CaM kinase like vesicle associated	protein-coding gene	NA	Ectoderm	Brain	0	0.540107	0.00313283	0.0232059
ENSG00000107863	Mm Hs	ARHGAP21	Interneurons	KIAA1424|ARHGAP10	0.019	Rho GTPase activating protein 21	protein-coding gene	NA	Ectoderm	Brain	0	0.0320856	0.0134712	0.0205408
ENSG00000181418	Mm Hs	DDN	Interneurons	KIAA0749	0.007	dendrin	protein-coding gene	NA	Ectoderm	Brain	0	0.320856	0.00125313	0.00468019
ENSG00000185518	Mm Hs	SV2B	Interneurons	KIAA0735|HsT19680	0.009	synaptic vesicle glycoprotein 2B	protein-coding gene	NA	Ectoderm	Brain	0	0.502674	0.000626566	0.00559022
ENSG00000260230	Mm Hs	FRRS1L	Interneurons	CG-6|C9orf4	0.028	ferric chelate reductase 1 like	protein-coding gene	NA	Ectoderm	Brain	0	0.68984	0.00125313	0.025936
ENSG00000068366	Mm Hs	ACSL4	Interneurons	ACS4|LACS4|FACL4|MRX63|MRX68	0.035	acyl-CoA synthetase long chain family member 4	protein-coding gene	NA	Ectoderm	Brain	0	0.160428	0.016604	0.0384165
ENSG00000152495	Mm Hs	CAMK4	Interneurons	CaMK-GR	0.027	calcium/calmodulin dependent protein kinase IV	protein-coding gene	NA	Ectoderm	Brain	0	0.561497	0.0325815	0.0197608
ENSG00000221890	Mm Hs	NPTXR	Interneurons	NA	0.02	neuronal pentraxin receptor	protein-coding gene	NA	Ectoderm	Brain	0	0.42246	0	0.0200208
ENSG00000169783	Mm Hs	LINGO1	Interneurons	FLJ14594|LERN1|LRRN6A	0.019	leucine rich repeat and Ig domain containing 1	protein-coding gene	NA	Ectoderm	Brain	0	0.588235	0.0018797	0.0166407
ENSG00000116983	Mm Hs	HPCAL4	Interneurons	HLP4|DKFZp761G122	0.013	hippocalcin like 4	protein-coding gene	NA	Ectoderm	Brain	0	0.417112	0.00093985	0.0110504
ENSG00000048540	Mm Hs	LMO3	Interneurons	Rhom-3|RBTNL2	0.01	LIM domain only 3	protein-coding gene	NA	Ectoderm	Brain	0	0.229947	0.00720551	0.00806032
ENSG00000150551	Mm Hs	LYPD1	Interneurons	MGC29643|LYPDC1	0.005	LY6/PLAUR domain containing 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0909091	0.0100251	0.00286011
ENSG00000128656	Mm Hs	CHN1	Interneurons	ARHGAP2|n-chimerin|DURS2	0.035	chimerin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.582888	0.0328947	0.0289262
ENSG00000154146	Mm Hs	NRGN	Interneurons	NA	0.031	neurogranin	protein-coding gene	NA	Ectoderm	Brain	0	0.491979	0.0109649	0.0289912
ENSG00000104888	Mm Hs	SLC17A7	Interneurons	BNPI|VGLUT1	0.012	solute carrier family 17 member 7	protein-coding gene	NA	Ectoderm	Brain	0	0.604278	0	0.00669527
ENSG00000070808	Mm Hs	CAMK2A	Interneurons	KIAA0968|CAMKA	0.026	calcium/calmodulin dependent protein kinase II alpha	protein-coding gene	NA	Ectoderm	Brain	0	0.663102	0	0.024116
ENSG00000166501	Mm Hs	PRKCB	Interneurons	PRKCB2|PKCB|PRKCB1	0.046	protein kinase C beta	protein-coding gene	NA	Ectoderm	Brain	0	0.593583	0.0294486	0.0426417
ENSG00000104490	Mm Hs	NCALD	Interneurons	NA	0.035	neurocalcin delta	protein-coding gene	NA	Ectoderm	Brain	0	0.55615	0.00125313	0.0376365
ENSG00000139998	Mm Hs	RAB15	Interneurons	NA	0.019	"RAB15, member RAS oncogene family"	protein-coding gene	NA	Ectoderm	Brain	0	0.299465	0	0.0208658
ENSG00000072803	Mm Hs	FBXW11	Interneurons	KIAA0696|Fbw1b|BTRCP2|BTRC2|Hos|Fbw11|FBXW1B	0.017	F-box and WD repeat domain containing 11	protein-coding gene	NA	Ectoderm	Brain	0	0.0588235	0.0100251	0.0182007
ENSG00000164742	Mm Hs	ADCY1	Interneurons	AC1|DFNB44	0.017	adenylate cyclase 1	protein-coding gene	NA	Ectoderm	Brain	0	0.470588	0.00125313	0.0148206
ENSG00000138081	Mm Hs	FBXO11	Interneurons	FBX11|UBR6	0.013	F-box protein 11	protein-coding gene	NA	Ectoderm	Brain	0	0.0534759	0.000626566	0.0162506
ENSG00000117154	Mm Hs	IGSF21	Interneurons	MGC15730|RP11-121A23.1	0.004	immunoglobin superfamily member 21	protein-coding gene	NA	Ectoderm	Brain	0	0.0748663	0.000626566	0.00370515
ENSG00000196220	Mm Hs	SRGAP3	Interneurons	KIAA0411|MEGAP|WRP|ARHGAP14|SRGAP2	0.018	SLIT-ROBO Rho GTPase activating protein 3	protein-coding gene	NA	Ectoderm	Brain	0	0.176471	0.0100251	0.0190458
ENSG00000162631	Mm Hs	NTNG1	Interneurons	KIAA0976|Lmnt1	0.015	netrin G1	protein-coding gene	NA	Ectoderm	Brain	0	0.28877	0.00407268	0.0146256
ENSG00000198934	Mm Hs	MAGEE1	Interneurons	KIAA1587|DAMAGE	0.021	MAGE family member E1	protein-coding gene	NA	Ectoderm	Brain	0	0.160428	0	0.024246
ENSG00000085365	Mm Hs	SCAMP1	Interneurons	SCAMP37	0.041	secretory carrier membrane protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.465241	0.0134712	0.0430317
ENSG00000156011	Mm Hs	PSD3	Interneurons	KIAA0942|HCA67|EFA6R|DKFZp761K1423|EFA6D	0.022	pleckstrin and Sec7 domain containing 3	protein-coding gene	NA	Ectoderm	Brain	0	0.518717	0.0244361	0.0158606
ENSG00000069667	Mm Hs	RORA	Interneurons	RZRA|ROR1|ROR2|ROR3|NR1F1	0.045	RAR related orphan receptor A	protein-coding gene	NA	Ectoderm	Brain	0	0.272727	0.0140977	0.050637
ENSG00000136485	Mm Hs	DCAF7	Interneurons	HAN11|SWAN-1|WDR68	0.05	DDB1 and CUL4 associated factor 7	protein-coding gene	NA	Ectoderm	Brain	0	0.101604	0.0980576	0.0348414
ENSG00000128564	Mm Hs	VGF	Interneurons	SCG7|SgVII	0.021	VGF nerve growth factor inducible	protein-coding gene	NA	Ectoderm	Brain	0	0.197861	0.0125313	0.0191758
ENSG00000176396	Mm Hs	EID2	Interneurons	EID-2|MGC20452|CRI2	0.004	EP300 interacting inhibitor of differentiation 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0534759	0.0018797	0.00292512
ENSG00000182175	Mm Hs	RGMA	Interneurons	RGM|RGMa	0.008	repulsive guidance molecule BMP co-receptor a	protein-coding gene	NA	Ectoderm	Brain	0	0.0374332	0.0203634	0.00468019
ENSG00000170616	Mm Hs	SCRT1	Interneurons	DKFZp547F072|ZNF898	0.004	scratch family transcriptional repressor 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0481283	0	0.00455018
ENSG00000028277	Mm Hs	POU2F2	Interneurons	OTF2	0.034	POU class 2 homeobox 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0427807	0.0191103	0.0362714
ENSG00000172915	Mm Hs	NBEA	Interneurons	KIAA1544|BCL8B|FLJ10197|LYST2	0.032	neurobeachin	protein-coding gene	NA	Ectoderm	Brain	0	0.315508	0.00469925	0.0354264
ENSG00000196935	Mm Hs	SRGAP1	Interneurons	KIAA1304|ARHGAP13	0.025	SLIT-ROBO Rho GTPase activating protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0588235	0.0802005	0.0120255
ENSG00000137478	Mm Hs	FCHSD2	Interneurons	KIAA0769|SH3MD3	0.003	FCH and double SH3 domains 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0481283	0.00156642	0.0024051
ENSG00000155380	Mm Hs	SLC16A1	Interneurons	NA	0.039	solute carrier family 16 member 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0588235	0.0494987	0.0336063
ENSG00000123643	Mm Hs	SLC36A1	Interneurons	LYAAT-1|TRAMD3	0.006	solute carrier family 36 member 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0641711	0.00438596	0.00552522
ENSG00000091664	Mm Hs	SLC17A6	Interneurons	DNPI|VGLUT2	0.016	solute carrier family 17 member 6	protein-coding gene	NA	Ectoderm	Brain	0	0.176471	0.000313283	0.0182007
ENSG00000157985	Mm Hs	AGAP1	Interneurons	KIAA1099|GGAP1|CENTG2	0.024	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	protein-coding gene	NA	Ectoderm	Brain	0	0.0962567	0.0037594	0.0289262
ENSG00000177108	Mm Hs	ZDHHC22	Interneurons	C14orf59	0.008	zinc finger DHHC-type containing 22	protein-coding gene	NA	Ectoderm	Brain	0	0.197861	0	0.00832033
ENSG00000107897	Mm Hs	ACBD5	Interneurons	DKFZp434A2417|KIAA1996	0.02	acyl-CoA binding domain containing 5	protein-coding gene	NA	Ectoderm	Brain	0	0.0695187	0.0109649	0.0222309
ENSG00000171885	Mm Hs	AQP4	Interneurons	MIWC	0.024	aquaporin 4	protein-coding gene	NA	Ectoderm	Brain	0	0.0534759	0.00595238	0.0291212
ENSG00000152128	Mm Hs	TMEM163	Interneurons	DKFZP566N034|SV31	0.027	transmembrane protein 163	protein-coding gene	NA	Ectoderm	Brain	0	0.15508	0.000626566	0.0319163
ENSG00000186908	Mm Hs	ZDHHC17	Interneurons	HIP14|HYPH|KIAA0946	0.01	zinc finger DHHC-type containing 17	protein-coding gene	NA	Ectoderm	Brain	0	0.117647	0.00125313	0.0107254
ENSG00000174963	Mm Hs	ZIC4	Interneurons	NA	0.006	Zic family member 4	protein-coding gene	NA	Ectoderm	Brain	0	0.0534759	0.00156642	0.00617525
ENSG00000104722	Mm Hs	NEFM	Interneurons	NFM|NF-M|NEF3	0.028	neurofilament medium	protein-coding gene	NA	Ectoderm	Brain	0	0.139037	0.0200501	0.0270411
ENSG00000198910	Mm Hs	L1CAM	Interneurons	CD171|HSAS1|SPG1|HSAS|MIC5	0.018	L1 cell adhesion molecule	protein-coding gene	NA	Ectoderm	Brain	0	0.176471	0.00156642	0.0195008
ENSG00000010404	Mm Hs	IDS	Interneurons	SIDS	0.039	iduronate 2-sulfatase	protein-coding gene	NA	Ectoderm	Brain	0	0.251337	0.0836466	0.026196
ENSG00000197959	Mm Hs	DNM3	Interneurons	KIAA0820	0.043	dynamin 3	protein-coding gene	NA	Ectoderm	Brain	0	0.224599	0.00313283	0.0516121
ENSG00000116675	Mm Hs	DNAJC6	Interneurons	KIAA0473|PARK19	0.018	DnaJ heat shock protein family (Hsp40) member C6	protein-coding gene	NA	Ectoderm	Brain	0	0.315508	0.00156642	0.0190458
ENSG00000197177	Mm Hs	ADGRA1	Interneurons	KIAA1828|GPR123	0.008	adhesion G protein-coupled receptor A1	protein-coding gene	NA	Ectoderm	Brain	0	0.187166	0	0.00851534
ENSG00000089091	Mm Hs	DZANK1	Interneurons	FLJ10600|dJ568F9.2|FLJ30892|bA189K21.8|ANKRD64|C20orf84|C20orf12	0.015	double zinc ribbon and ankyrin repeat domains 1	protein-coding gene	NA	Ectoderm	Brain	0	0.203209	0.000626566	0.0169007
ENSG00000149575	Mm Hs	SCN2B	Interneurons	NA	0.035	sodium voltage-gated channel beta subunit 2	protein-coding gene	NA	Ectoderm	Brain	0	0.502674	0.000626566	0.0377665
ENSG00000165868	Mm Hs	HSPA12A	Interneurons	FLJ13874|KIAA0417	0.013	heat shock protein family A (Hsp70) member 12A	protein-coding gene	NA	Ectoderm	Brain	0	0.240642	0	0.0130655
ENSG00000019505	Mm Hs	SYT13	Interneurons	KIAA1427	0.029	synaptotagmin 13	protein-coding gene	NA	Ectoderm	Brain	0	0.470588	0.00689223	0.0293812
ENSG00000122679	Mm Hs	RAMP3	Interneurons	NA	0.014	receptor activity modifying protein 3	protein-coding gene	NA	Ectoderm	Brain	0	0.117647	0.0147243	0.0125455
ENSG00000180155	Mm Hs	LYNX1	Interneurons	SLURP2	0.019	Ly6/neurotoxin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.502674	0	0.0181357
ENSG00000177301	Mm Hs	KCNA2	Interneurons	Kv1.2	0.019	potassium voltage-gated channel subfamily A member 2	protein-coding gene	NA	Ectoderm	Brain	0	0.363636	0	0.0202808
ENSG00000164830	Mm Hs	OXR1	Interneurons	TLDC3	0.046	oxidation resistance 1	protein-coding gene	NA	Ectoderm	Brain	0	0.379679	0.0451128	0.0438768
ENSG00000140323	Mm Hs	DISP2	Interneurons	DISPB|KIAA1742|HsT16908|LINC00594|C15orf36	0.03	dispatched RND transporter family member 2	protein-coding gene	NA	Ectoderm	Brain	0	0.454545	0.000313283	0.0320463
ENSG00000125851	Mm Hs	PCSK2	Interneurons	SPC2|NEC2	0.032	proprotein convertase subtilisin/kexin type 2	protein-coding gene	NA	Ectoderm	Brain	0	0.486631	0.0247494	0.0293812
ENSG00000168779	Mm Hs	SHOX2	Interneurons	SHOT|OG12X|OG12	0.006	short stature homeobox 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0962567	0.00344612	0.00552522
ENSG00000196876	Mm Hs	SCN8A	Interneurons	Nav1.6|NaCh6|PN4|CerIII|CIAT	0.025	sodium voltage-gated channel alpha subunit 8	protein-coding gene	NA	Ectoderm	Brain	0	0.636364	0.000626566	0.0236609
ENSG00000115977	Mm Hs	AAK1	Interneurons	KIAA1048|DKFZp686K16132	0.044	AP2 associated kinase 1	protein-coding gene	NA	Ectoderm	Brain	0	0.534759	0.0335213	0.0414717
ENSG00000109158	Mm Hs	GABRA4	Interneurons	NA	0.005	gamma-aminobutyric acid type A receptor alpha4 subunit	protein-coding gene	NA	Ectoderm	Brain	0	0.176471	0.00093985	0.00422517
ENSG00000175352	Mm Hs	NRIP3	Interneurons	C11orf14	0.021	nuclear receptor interacting protein 3	protein-coding gene	NA	Ectoderm	Brain	0	0.240642	0.0322682	0.0163157
ENSG00000108924	Mm Hs	HLF	Interneurons	MGC33822	0.02	"HLF, PAR bZIP transcription factor"	protein-coding gene	NA	Ectoderm	Brain	0	0.245989	0	0.0219709
ENSG00000163932	Mm Hs	PRKCD	Interneurons	NA	0.042	protein kinase C delta	protein-coding gene	NA	Ectoderm	Brain	0	0.0481283	0.00783208	0.0484919
ENSG00000070159	Mm Hs	PTPN3	Interneurons	PTPH1	0.004	"protein tyrosine phosphatase, non-receptor type 3"	protein-coding gene	NA	Ectoderm	Brain	0	0.0962567	0.00250627	0.00325013
ENSG00000166006	Mm Hs	KCNC2	Interneurons	Kv3.2	0.005	potassium voltage-gated channel subfamily C member 2	protein-coding gene	NA	Ectoderm	Brain	0	0.117647	0	0.00546022
ENSG00000008086	Mm Hs	CDKL5	Interneurons	EIEE2|CFAP247|STK9	0.009	cyclin dependent kinase like 5	protein-coding gene	NA	Ectoderm	Brain	0	0.459893	0.00093985	0.00624025
ENSG00000128596	Mm Hs	CCDC136	Interneurons	KIAA1793|NAG6|DKFZP434G156	0.027	coiled-coil domain containing 136	protein-coding gene	NA	Ectoderm	Brain	0	0.13369	0.0382206	0.024506
ENSG00000156113	Mm Hs	KCNMA1	Interneurons	KCa1.1|mSLO1|SLO	0.043	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	NA	Ectoderm	Brain	0	0.657754	0.0184837	0.0411466
ENSG00000196104	Mm Hs	SPOCK3	Interneurons	testican-3	0.036	"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"	protein-coding gene	NA	Ectoderm	Brain	0	0.181818	0.00783208	0.0419267
ENSG00000088179	Mm Hs	PTPN4	Interneurons	PTPMEG	0.004	"protein tyrosine phosphatase, non-receptor type 4"	protein-coding gene	NA	Ectoderm	Brain	0	0.112299	0.00313283	0.00357514
ENSG00000164951	Mm Hs	PDP1	Interneurons	PDP|PDH|PPM2A|PPM2C	0.007	pyruvate dehyrogenase phosphatase catalytic subunit 1	protein-coding gene	NA	Ectoderm	Brain	0	0.106952	0.0175439	0.00344514
ENSG00000186479	Mm Hs	RGS7BP	Interneurons	R7BP	0.034	regulator of G protein signaling 7 binding protein	protein-coding gene	NA	Ectoderm	Brain	0	0.604278	0	0.0360114
ENSG00000101333	Mm Hs	PLCB4	Interneurons	NA	0.026	phospholipase C beta 4	protein-coding gene	NA	Ectoderm	Brain	0	0.203209	0.00281955	0.0289262
ENSG00000136928	Mm Hs	GABBR2	Interneurons	HG20|GABABR2|GPRC3B|GPR51	0.023	gamma-aminobutyric acid type B receptor subunit 2	protein-coding gene	NA	Ectoderm	Brain	0	0.540107	0.00657895	0.0200208
ENSG00000155849	Mm Hs	ELMO1	Interneurons	KIAA0281|ELMO-1	0.026	engulfment and cell motility 1	protein-coding gene	NA	Ectoderm	Brain	0	0.304813	0.0056391	0.0277561
ENSG00000197381	Mm Hs	ADARB1	Interneurons	ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d	0.011	"adenosine deaminase, RNA specific B1"	protein-coding gene	NA	Ectoderm	Brain	0	0.171123	0	0.0122205
ENSG00000143195	Mm Hs	ILDR2	Interneurons	C1orf32	0.018	immunoglobulin like domain containing receptor 2	protein-coding gene	NA	Ectoderm	Brain	0	0.272727	0.000626566	0.0200858
ENSG00000011243	Mm Hs	AKAP8L	Interneurons	NAKAP95|HAP95	0.027	A-kinase anchoring protein 8 like	protein-coding gene	NA	Ectoderm	Brain	0	0.0802139	0.0379073	0.023921
ENSG00000179119	Mm Hs	SPTY2D1	Interneurons	FLJ39441|DKFZp686I068|Spt2	0.009	SPT2 chromatin protein domain containing 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0427807	0.00344612	0.0104654
ENSG00000165494	Mm Hs	PCF11	Interneurons	KIAA0824	0.038	"PCF11, cleavage and polyadenylation factor subunit"	protein-coding gene	NA	Ectoderm	Brain	0	0.0641711	0.039787	0.0380915
ENSG00000169116	Mm Hs	PARM1	Interneurons	DKFZP564O0823|Cipar1|WSC4	0.02	prostate androgen-regulated mucin-like protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0962567	0.018797	0.0198908
ENSG00000164093	Mm Hs	PITX2	Interneurons	IGDS|Brx1|Otlx2|IRID2|IHG2|RIEG|RIEG1|RGS	0.01	paired like homeodomain 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0320856	0.0109649	0.00838534
ENSG00000069011	Mm Hs	PITX1	Interneurons	POTX|BFT	0.009	paired like homeodomain 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0320856	0.00657895	0.00884035
ENSG00000213937	Mm Hs	CLDN9	Interneurons	NA	0.003	claudin 9	protein-coding gene	NA	Ectoderm	Brain	0	0.0374332	0	0.00396516
ENSG00000196507	Mm Hs	TCEAL3	Interneurons	MGC15737|WEX8	0.041	transcription elongation factor A like 3	protein-coding gene	NA	Ectoderm	Brain	0	0.0695187	0.0592105	0.0343864
ENSG00000169427	Mm Hs	KCNK9	Interneurons	K2p9.1|TASK3|TASK-3	0.004	potassium two pore domain channel subfamily K member 9	protein-coding gene	NA	Ectoderm	Brain	0	0.0534759	0	0.00442018
ENSG00000134200	Mm Hs	TSHB	Interneurons	NA	0.001	thyroid stimulating hormone beta	protein-coding gene	NA	Ectoderm	Brain	0	0.0427807	0	0.000975039
ENSG00000198963	Mm Hs	RORB	Interneurons	RZRB|NR1F2|ROR-BETA	0.023	RAR related orphan receptor B	protein-coding gene	NA	Ectoderm	Brain	0	0.176471	0.012218	0.024311
ENSG00000179348	Mm Hs	GATA2	Interneurons	NFE1B	0.02	GATA binding protein 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0481283	0.0134712	0.0215159
ENSG00000111602	Mm Hs	TIMELESS	Interneurons	hTIM	0.01	timeless circadian regulator	protein-coding gene	NA	Ectoderm	Brain	0	0.0481283	0.0075188	0.00962039
ENSG00000145824	Mm Hs	CXCL14	Interneurons	BRAK|NJAC|bolekine|Kec|MIP-2g|BMAC|SCYB14	0.049	C-X-C motif chemokine ligand 14	protein-coding gene	1	Ectoderm	Brain	0	0.117647	0.0426065	0.0475169
ENSG00000110245	Mm Hs	APOC3	Interneurons	NA	0.018	apolipoprotein C3	protein-coding gene	NA	Ectoderm	Brain	0	0.0427807	0.0244361	0.0167707
ENSG00000135346	Mm Hs	CGA	Interneurons	GPHa|GPHA1|FSHA|LHA|TSHA	0.003	"glycoprotein hormones, alpha polypeptide"	protein-coding gene	NA	Ectoderm	Brain	0	0.0427807	0.00845865	0.000975039
ENSG00000128271	Mm Hs	ADORA2A	Interneurons	RDC8|ADORA2	0.01	adenosine A2a receptor	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0.0127405
ENSG00000179673	Mm Hs	RPRML	Interneurons	MGC43894	0.011	reprimo like	protein-coding gene	NA	Ectoderm	Brain	0	0.406417	0	0.00890536
ENSG00000067191	Mm Hs	CACNB1	Interneurons	CACNLB1	0.003	calcium voltage-gated channel auxiliary subunit beta 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0213904	0	0.00390016
ENSG00000185760	Mm Hs	KCNQ5	Interneurons	Kv7.5	0.001	potassium voltage-gated channel subfamily Q member 5	protein-coding gene	NA	Ectoderm	Brain	0	0.0106952	0.000313283	0.000910036
ENSG00000126583	Mm Hs	PRKCG	Interneurons	PKCC|MGC57564|PKCG|SCA14	0.005	protein kinase C gamma	protein-coding gene	1	Ectoderm	Brain	0	0.283422	0	0.0026001
ENSG00000186297	Mm Hs	GABRA5	Interneurons	NA	0.005	gamma-aminobutyric acid type A receptor alpha5 subunit	protein-coding gene	1	Ectoderm	Brain	0	0.0909091	0	0.00572023
ENSG00000007372	Mm Hs	PAX6	Interneurons	D11S812E|AN2	0.049	paired box 6	protein-coding gene	1	Ectoderm	Brain	0	0.0481283	0.014411	0.0591524
ENSG00000168081	Mm Hs	PNOC	Interneurons	PPNOC|N/OFQ|NOP	0.009	prepronociceptin	protein-coding gene	1	Ectoderm	Brain	0	0.0320856	0.00093985	0.00968539
ENSG00000166736	Mm Hs	HTR3A	Interneurons	5-HT3R|5-HT3A	0.007	5-hydroxytryptamine receptor 3A	protein-coding gene	1	Ectoderm	Brain	0	0.0106952	0	0.00903536
ENSG00000189056	Mm Hs	RELN	Interneurons	RL|PRO1598	0.018	reelin	protein-coding gene	1	Ectoderm	Brain	0	0.0748663	0.00344612	0.0211258
ENSG00000172137	Mm Hs	CALB2	Interneurons	CAL2	0.03	calbindin 2	protein-coding gene	1	Ectoderm	Brain	0	0.112299	0.00281955	0.0365965
ENSG00000115252	Mm Hs	PDE1A	Interneurons	NA	0.018	phosphodiesterase 1A	protein-coding gene	1	Ectoderm	Brain	0	0.240642	0.0216165	0.0149506
ENSG00000117114	Mm Hs	ADGRL2	Interneurons	KIAA0786|LEC1|LPHH1|LPHN2	0.021	adhesion G protein-coupled receptor L2	protein-coding gene	1	Ectoderm	Brain	0	0.0213904	0.00407268	0.025481
ENSG00000120049	Mm Hs	KCNIP2	Interneurons	KCHIP2	0.008	potassium voltage-gated channel interacting protein 2	protein-coding gene	1	Ectoderm	Brain	0	0.0695187	0.000626566	0.00929537
ENSG00000136999	Mm Hs	NOV	Interneurons	IGFBP9|CCN3	0.004	nephroblastoma overexpressed	protein-coding gene	1	Ectoderm	Brain	0	0.0802139	0.00469925	0.00377015
