"SYMBOL","ENTREZ_GENE_ID"
"ZFP36L2",678
"PAN3",255967
"PFKM",5213
"TMEM123",114908
"GRIA4",2893
"SPARCL1",8404
"MBNL1",4154
"NADK2",133686
"GPD1L",23171
"GJA1",2697
"SLC30A6",55676
"PELO",53918
"SAR1B",51128
"GPR180",160897
"FARP1",10160
"IFIT5",24138
"PANK1",53354
"HNRNPDL",9987
"UTRN",7402
"PTPRK",5796
"GGPS1",9453
"ZNF117",51351
"ZNF117",109504726
"RAB3C",115827
"RAD17",5884
"MED21",9412
"PLOD2",5352
"STK32B",55351
"ZIC1",7545
"ADGRA3",166647
"SREK1IP1",285672
"LGI2",55203
"CWC27",10283
"SRP19",6728
"CENPH",64946
"CDYL",9425
"CARHSP1",23589
"TXNDC11",51061
"DAB2",1601
"DAB2",112267931
"BCL2L11",10018
"ANAPC1",64682
"CAST",831
"SCOC",60592
"CLGN",1047
"CETN3",1070
"SMARCA5",8467
"RASSF3",283349
"HNRNPU",3192
"RANBP2",5903
"AHCTF1",25909
"MERTK",10461
"TMEM87B",84910
"RBMS1",5937
"FEZF2",55079
"SLC25A27",9481
"FAM49B",51571
"ASAP1",50807
"TRAPPC8",22878
"INO80C",125476
"LPCAT1",79888
"PLEKHG4B",153478
"NMRAL1",57407
"UBALD1",124402
"TMEM251",26175
"ING1",3621
"ADPRHL1",113622
"CMTM7",112616
"FBXL2",25827
"UBP1",7342
"RMND5A",64795
"RPIA",22934
"PTPRD",5789
"GTF2E1",2960
"CFDP1",10428
"ZDHHC7",55625
"C7orf31",136895
"CMIP",80790
"TRIP12",9320
"FBXO36",130888
"CEBPG",1054
"KCTD15",79047
"ZNF599",148103
"DDAH1",23576
"SREK1",140890
"CHD1",1105
"DGKE",8526
"HS2ST1",9653
"MSI2",124540
"CACNA2D1",781
"ZUP1",221302
"HS3ST3A1",9955
"GDPD1",284161
"NUS1",116150
"SEMA3D",223117
"PPP2R5E",5529
"IMPACT",55364
"SDHAF4",135154
"THY1",7070
"TBCEL",219899
"JPH3",57338
"ANKH",56172
"OTULIN",90268
"UBASH3B",84959
"ROBO3",64221
"TBRG1",84897
"NRGN",4900
"TOMM70",9868
"ANGPT1",284
"PITPNC1",26207
"CC2D1B",200014
"PRKCA",5578
"CEP112",201134
"UCHL1",7345
"MIA3",375056
"DISP1",84976
"TNIK",23043
"FAM167A",83648
"NEIL2",252969
"WNT3A",89780
"OBSCN",84033
"LONRF1",91694
"TRIM11",81559
"ENAH",55740
"CCSAP",126731
"SH3RF1",57630
"BUB3",9184
"CCDC173",129881
"DIPK1A",388650
"ATP5MC3",518
"SRSF12",135295
"SORBS2",8470
"ELOC",6921
"TMSB4Y",9087
"CXADR",1525
"BTG3",10950
"C21orf91",54149
"MRPL39",54148
"JAM2",58494
"ATP5PF",522
"GABPA",2551
"ADAMTS1",9510
"TSEN2",80746
"SLFN13",146857
"XPC",7508
"CCDC174",51244
"FLCN",201163
"DPH3",285381
"OXNAD1",92106
"PLCL2",23228
"CXXC1",30827
"SKA1",220134
"PPP4R1",9989
"APCDD1",147495
"PIEZO2",63895
"MPPE1",65258
"RAB6B",51560
"EME1",146956
"EPHB1",2047
"ANKRD40",91369
"ZNF18",7566
"VOPP1",81552
"APOOL",139322
"DKK2",27123
"CYP2U1",113612
"FBXL18",80028
"KLF10",7071
"PTPRN2",5799
"AZIN1",51582
"ATP6V1C1",528
"PIP4P2",55529
"OTUD6B",51633
"CDK19",23097
"GTF3C6",112495
"AGPAT5",55326
"MMS19",64210
"PI4K2A",55361
"MARVELD1",83742
"ZFYVE27",118813
"TRMT44",152992
"SLC25A28",81894
"HSPA13",6782
"USP25",29761
"ZCCHC10",54819
"C16orf87",388272
"MOV10",4343
"RHOC",389
"DBI",1622
"SLC16A1",6566
"HEATR3",55027
"NIFK",84365
"OXA1L",5018
"LARP1",23367
"CNOT8",9337
"GRIA1",2890
"SETD9",133383
"MIER3",166968
"NUP205",23165
"ZKSCAN2",342357
"C9orf85",138241
"RBM45",129831
"PDIA4",9601
"KDM8",79831
"KCTD18",130535
"FAM126B",285172
"TMEM237",65062
"FZD7",8324
"FMN2",56776
"RNF20",56254
"ELMO1",9844
"SLC26A2",1836
"LSM11",134353
"MED7",9443
"RRAGA",10670
"PXYLP1",92370
"RASA2",5922
"RMND1",55005
"TMBIM4",51643
"VBP1",7411
"RAB39B",116442
"AFF2",2334
"MICU3",286097
"GRIP1",23426
"VPS37A",137492
"KIF5A",3798
"PSD3",23362
"CARNMT1",138199
"MCU",90550
"ELMSAN1",91748
"GNAQ",2776
"WIF1",11197
"MMP16",4325
"ADK",132
"DCK",1633
"ADAMTS3",9508
"DPY19L4",286148
"NDUFAF6",137682
"DRAM2",128338
"C8orf37",157657
"WHAMM",123720
"N6AMT1",29104
"RWDD2B",10069
"USP16",10600
"CCT8",10694
"BACH1",571
"TSPAN7",7102
"TIAM1",7074
"SCAF4",57466
"RPGR",6103
"CDK20",23552
"PCGF6",84108
"ANKRD9",122416
"SFR1",119392
"SFXN2",118980
"ATP5MPL",9556
"FGF18",8817
"PCDH1",5097
"UQCRB",7381
"MTERF3",51001
"PTDSS1",9791
"RPL30",6156
"SUPV3L1",6832
"FAM122B",159090
"EEF1A1",1915
"HK1",3098
"TYSND1",219743
"PHF6",84295
"UBE2L6",9246
"ZDHHC5",25921
"MED19",219541
"ZFAND3",60685
"NPTN",27020
"KAT6B",23522
"SAMD8",142891
"RAB11FIP1",80223
"GLYATL2",219970
"UTP14A",10813
"AIFM1",9131
"BAG4",9530
"TBC1D31",93594
"WDYHV1",55093
"ATAD2",29028
"NSMCE2",286053
"ZNF689",115509
"PRR14",78994
"FBRS",64319
"PHKG2",5261
"MFSD14A",64645
"SASS6",163786
"ZIC3",7547
"MALSU1",115416
"VPS8",23355
"GALK2",2585
"BUB1B",701
"PDE6D",5147
"EIF4A2",1974
"BRPF1",7862
"RPUSD3",285367
"SST",6750
"TATDN2",9797
"SEC13",6396
"EXOG",9941
"NTAN1",123803
"NMNAT2",23057
"ZFYVE9",9372
"SMG1",23049
"FCHO2",115548
"RBPMS",11030
"ODR4",54953
"CPT2",1376
"NECAP2",55707
"LRP8",7804
"PAXIP1",22976
"SSBP3",23648
"CLDN12",9069
"CLDN12",102723899
"MMP14",4323
"FZD1",8321
"GATAD1",57798
"DHRS4",10901
"ARMC12",221481
"DDX19B",11269
"ST3GAL2",6483
"FCSK",197258
"DHRS1",115817
"ARSE",415
"KIT",3815
"AASDH",132949
"RNF111",54778
"CCNB2",9133
"MYO1E",4643
"APPL1",26060
"PWWP3B",139221
"TSC22D3",1831
"VPS26C",10311
"DYRK1A",1859
"ERG",2078
"ETS2",2114
"TSPAN18",90139
"SLC35B2",347734
"TMEM164",84187
"CREB3L1",90993
"C2CD2",25966
"TAB3",257397
"SLC38A10",124565
"ZNF618",114991
"TMEM268",203197
"UBN2",254048
"BRAF",673
"PSMG3",84262
"WDR19",57728
"SLC37A3",84255
"AP3S2",10239
"FMNL2",114793
"GAREM2",150946
"SPPL3",121665
"DPYSL5",56896
"RAB28",9364
"PRXL2B",127281
"PANK4",55229
"C12orf43",64897
"PEX10",5192
"RER1",11079
"RADIL",55698
"SKI",6497
"WIPI2",26100
"LDLRAP1",26119
"AGAP1",116987
"KRTCAP3",200634
"ANKRD61",100310846
"PAFAH2",5051
"BABAM2",9577
"MRPL17",63875
"UBXN11",91544
"PTPDC1",138639
"NCK1",4690
"RHPN1",114822
"TPRG1L",127262
"PRXL2C",195827
"XKR8",55113
"CNNM4",26504
"EYA3",2140
"DZIP1L",199221
"TMSB15A",11013
"FANCC",2176
"MRAS",22808
"WASF2",10163
"ABHD3",171586
"FAIM",55179
"TENT5B",115572
"COLEC12",81035
"CUL4B",8450
"GPR153",387509
"GPRASP2",114928
"GPRASP2",100528062
"AUTS2",26053
"SHROOM4",57477
"HIST1H2BD",3017
"CDC25C",995
"HIST1H4H",8365
"MITD1",129531
"EIF5B",9669
"TMSB15B",286527
"CNOT11",55571
"TSPAN33",340348
"AHCYL2",23382
"B4GALT5",9334
"SPATA2",9825
"FAM86C1",55199
"TSR2",90121
"PPP1R9A",55607
"ZC3H18",124245
"ZFAND2B",130617
"TMED4",222068
"PPP1R15B",84919
"COPG2",26958
"EMSY",56946
"GPAT4",137964
"ZSCAN12",9753
"TAGLN2",8407
"ELK4",2005
"SLC45A3",85414
"DUSP23",54935
"RNF166",115992
"NBL1",4681
"NBL1",100532736
"USF1",7391
"SPATA2L",124044
"NIT1",4817
"DEDD",9191
"ZNF276",92822
"PINK1",65018
"B4GALT3",8703
"FAM160B2",64760
"NDUFS2",4720
"TOMM40L",84134
"MPZ",4359
"CCAR2",57805
"CACHD1",57685
"CDC42SE2",56990
"EPB41",2035
"MIS18A",54069
"ALG8",79053
"FBXW5",54461
"CFAP298",56683
"SYNJ1",8867
"PAXBP1",94104
"IFNAR2",3455
"MRPL10",124995
"IFNGR2",3460
"GART",2618
"SON",6651
"DONSON",29980
"SV2A",9900
"STC1",6781
"CSRP1",1465
"ATP5MC1",516
"RCAN1",1827
"UBE2Z",65264
"CIART",148523
"SNF8",11267
"CCDC24",149473
"IGF2BP1",10642
"CBR1",873
"MORC3",23515
"CHAF1B",8208
"HLCS",3141
"SCUBE1",80274
"ADPGK",83440
"PTMS",5763
"ADIPOR1",51094
"CYB5R1",51706
"PSMD4",5710
"ATP13A2",23400
"PSMB4",5692
"BTG2",7832
"HK2",3099
"CELF3",11189
"ALDH4A1",8659
"STARD9",57519
"THEM4",117145
"UBR1",197131
"AMFR",267
"MED8",112950
"RSPRY1",89970
"GPBP1L1",60313
"NAE1",8883
"TMEM69",51249
"EFCAB14",9813
"CHCHD6",84303
"CTBP1",1487
"ZDHHC1",29800
"ATP6V0D1",9114
"FAM131B",9715
"RGS12",6002
"PSKH1",5681
"ZYX",7791
"ABR",29
"CCDC117",150275
"ZNF230",7773
"CCDC107",203260
"ZNF222",7673
"NPR2",4882
"ZNF221",7638
"ZNF235",9310
"GNE",10020
"TNFRSF13C",115650
"ARHGAP35",2909
"CALM3",808
"DFFA",1676
"CCDC28B",79140
"IQCC",55721
"TMEM234",56063
"BSDC1",55108
"ZBTB8A",653121
"ATAD3B",83858
"SSU72",29101
"UBE2J2",118424
"ZNF362",149076
"FNDC5",252995
"CPAMD8",27151
"NR2F6",2063
"ANKLE1",126549
"CCDC58",131076
"VMA21",203547
"KALRN",8997
"PDE9A",5152
"WDR4",10785
"NDUFV3",4731
"PKNOX1",5316
"CBS",875
"U2AF1",7307
"RRP1B",23076
"PDXK",8566
"PDXK",105372824
"G6PD",2539
"CSTB",1476
"RRP1",8568
"AGPAT3",56894
"TRAPPC10",7109
"GATD3A",8209
"GATD3A",102724023
"CFAP410",755
"ZNF66",7617
"LRRC3",81543
"FAM207A",85395
"RALGDS",5900
"SPATC1L",84221
"LSS",4047
"VAV2",7410
"MCM3AP",8888
"C21orf58",54058
"PCNT",5116
"DIP2A",23181
"S100B",6285
"PRMT2",3275
"ADAMTS13",11093
"CACFD1",11094
"SLC2A6",11182
"ZNF761",388561
"ZNF761",110116772
"C9orf116",138162
"ZNF714",148206
"GPSM1",26086
"C19orf47",126526
"TOR2A",27433
"ST6GALNAC6",30815
"SHKBP1",92799
"ZER1",10444
"ZDHHC12",84885
"PKN3",29941
"BRSK1",84446
"PLPP7",84814
"TAOK1",57551
"MED27",9442
"DEDD2",162989
"SIK3",23387
"NEK8",284086
"TLCD1",116238
"PCSK7",9159
"SAFB",6294
"CHTOP",26097
"ZBTB7B",51043
"FLAD1",80308
"SHC1",6464
"VPS11",55823
"NLRX1",79671
"ADAR",103
"UBE2Q1",55585
"CHRNB2",1141
"CRTC2",200186
"ANO10",55129
"FDPS",2224
"RUSC1",23623
"GBAP1",2630
"FAM189B",10712
"PAQR6",79957
"PMF1",11243
"SLC25A44",9673
"LMNA",4000
"NBEAL2",23218
"CCDC12",151903
"PTH1R",5745
"UBQLN4",56893
"PPP1R35",221908
"GPATCH4",54865
"FGFR4",2264
"NACC1",112939
"IER2",9592
"ZNF394",84124
"CPSF4",10898
"LY6E",4061
"VPS28",51160
"TONSL",4796
"PWWP3A",84939
"RECQL4",9401
"LRRC14",9684
"ZNF333",84449
"COL26A1",136227
"PPP1R16A",84988
"ORAI2",80228
"ALKBH4",54784
"SH2B2",10603
"MRNIP",51149
"SQSTM1",8878
"MGAT4B",11282
"RPL8",6132
"MAML1",9794
"LRWD1",222229
"NAPEPLD",222236
"PSMC2",5701
"CELF5",60680
"MFSD12",126321
"YDJC",150223
"DVL3",1857
"AP2M1",1173
"ABCF3",55324
"PCYT1A",5130
"THAP8",199745
"ZNF382",84911
"LRRC56",115399
"PGAP3",93210
"FDXR",2232
"SAP30BP",29115
"ACOX1",51
"PRPSAP1",5635
"SRSF2",6427
"ZNF577",84765
"TMEM143",55260
"ALDH16A1",126133
"ITGA5",3678
"ZNF385A",25946
"MPP3",4356
"LSM12",124801
"ASB16",92591
"EMC10",284361
"JOSD2",126119
"SHANK1",50944
"FAM171A2",284069
"DBF4B",80174
"PLCD3",113026
"FMNL3",91010
"RACGAP1",29127
"LARP4",113251
"GRASP",160622
"RAVER1",125950
"SYCE2",256126
"SPC24",147841
"LEMD2",221496
"ADCY10P1",221442
"ZNF653",115950
"MED11",400569
"SENP3",26168
"EIF4A1",1973
"RPL26",6154
"POLR3K",51728
"SNRNP25",79622
"WDR90",197335
"JMJD8",339123
"CCDC78",124093
"TEDC2",80178
"CCNF",899
"TBC1D24",57465
"AMDHD2",51005
"PAQR4",124222
"FLYWCH2",114984
"ZNF75A",7627
"ADCY9",115
"CLPB",81570
"NEU3",10825
"CYB561A3",220002
"PPP1R32",220004
"ASRGL1",80150
"UBXN1",51035
"LBHD1",79081
"TTC9C",283237
"TAF6L",10629
"NXF1",10482
"STX5",6811
"RPL29",6159
"SYVN1",84447
"ZFPL1",7542
"RPS6KA4",8986
"LRP5",4041
"TPCN2",219931
"CMPK1",51727
"BEND5",79656
"COA7",65260
"ZYG11B",79699
"CZIB",54987
"MAGOH",4116
"PARS2",25973
"USP24",23358
"PLPP3",8613
"NOL9",79707
"PRKAA2",5563
"KLHL21",9903
"ZSWIM5",57643
"GMEB1",10691
"SELENON",57190
"AK4",205
"JAK1",3716
"RAVER2",55225
"LZIC",84328
"FBLIM1",54751
"AKR7A3",22977
"DRAXIN",374946
"PDPN",10630
"SDC3",9672
"PEF1",553115
"RBBP4",5928
"KIAA1522",57648
"CAMK2N1",55450
"ALPL",249
"SCNN1D",6339
"MXRA8",54587
"FAAP20",199990
"MEGF6",1953
"DIRAS3",9077
"NFIA",4774
"OMA1",115209
"MYSM1",114803
"TM2D1",83941
"USP1",7398
"FUBP1",8880
"NEXN",91624
"DNAJB4",11080
"ADGRL4",64123
"TYW3",127253
"LHX8",431707
"SNX7",51375
"B3GALT2",8707
"FAM102B",284611
"HENMT1",113802
"C1orf52",148423
"ATXN7L2",127002
"ZNF326",284695
"HFM1",164045
"KCNT2",343450
"AGL",178
"VCAM1",7412
"EXTL2",2135
"SLC30A7",148867
"ZNF281",23528
"ARPC5",10092
"CADM3",57863
"ZNF496",84838
"IGSF8",93185
"DDR2",4921
"PEA15",8682
"PEX19",5824
"NCSTN",23385
"VANGL2",57216
"OLFML2B",25903
"KLHDC9",126823
"C1orf74",148304
"FLVCR1",28982
"ATF3",467
"RBM15",64783
"IER5",51278
"BPNT1",10380
"BROX",148362
"ACP6",51205
"KIF26B",55083
"TFB2M",64216
"CNST",163882
"PPP1R21",129285
"KLHDC8A",55220
"PKDCC",91461
"B3GALNT2",148789
"MAPKAPK2",9261
"CAPN2",824
"MRPL55",128308
"WDR26",80232
"PEX13",5194
"KIAA1841",84542
"RFTN2",130132
"DPY30",84661
"TYW5",129450
"MAIP1",79568
"KCNF1",3754
"SLC66A3",130814
"ARL5A",26225
"CLHC1",130162
"FRZB",2487
"CFAP36",112942
"NUP35",129401
"CCDC138",165055
"FBXO41",150726
"ACTG2",72
"WDCP",80304
"SMC6",79677
"CCDC74A",90557
"H3F3A",3020
"COQ8A",56997
"SLC16A14",151473
"EN1",2019
"SGCB",6443
"SPATA18",132671
"SGPP2",130367
"BBS5",129880
"SMARCAD1",56916
"PDLIM5",10611
"RPRD2",23248
"MSX1",4487
"PACRGL",133015
"LYSMD1",388695
"SCNM1",79005
"SCNM1",100534012
"VPS72",6944
"ERCC3",2071
"RNF149",284996
"IWS1",55677
"BOLA3",388962
"CDC42EP3",10602
"S100A11",6282
"DHX57",90957
"CCNYL1",151195
"DCAF16",54876
"GNPDA2",132789
"PAQR3",152559
"ANTXR2",118429
"HELQ",113510
"MRPS18C",51023
"CGGBP1",8545
"ABRAXAS1",84142
"PMVK",10654
"PBXIP1",57326
"PYGO2",90780
"HIPK1",204851
"COL6A3",1293
"INAVA",55765
"YY1AP1",55249
"KBTBD8",84541
"EOGT",285203
"NAXE",128240
"POGLUT1",56983
"ATP1A1",476
"EIF4E3",317649
"LRRC58",116064
"FSTL1",11167
"TMEM183A",92703
"TMEM169",92691
"IGFBP7",3490
"TRIM46",80128
"KRTCAP2",200185
"ARPC2",10109
"CCT3",7203
"TMEM79",84283
"SSR2",6746
"RNF25",64320
"STK36",27148
"ADORA1",134
"CIP2A",57650
"CWC22",57703
"AZI2",64343
"TGFBR2",7048
"ANKZF1",55139
"HDAC11",79885
"FBLN2",2199
"GLB1L",79411
"STT3B",201595
"CHCHD4",131474
"NFASC",23114
"SGO2",151246
"CLASP2",23122
"SUCLG1",8802
"NUAK2",81788
"PRKCI",5584
"AIM2",9447
"RPL22L1",200916
"PPM1L",151742
"ICA1L",130026
"RYBP",23429
"PPP4R2",151987
"GTPBP8",29083
"NEPRO",25871
"SPICE1",152185
"CCDC191",57577
"WDFY3",23001
"COX18",285521
"PTPN13",5783
"THOC7",80145
"ATXN7",6314
"PSMD6",9861
"ADAMTS9",56999
"PPM1K",152926
"GMPS",8833
"TIPARP",25976
"CCNL1",57018
"PTX3",5806
"HESX1",8820
"SLMAP",7871
"RPL9",6133
"SMIM14",201895
"RPP14",11102
"ABHD6",57406
"APBB2",323
"IL17RC",84818
"CRELD1",78987
"PRRT3",285368
"PCOLCE2",26577
"U2SURP",23350
"MTMR14",64419
"TTC14",151613
"MTHFD2L",441024
"RCHY1",25898
"GYG1",2992
"HPS3",84343
"TOPBP1",11073
"RYK",6259
"SNRK",54861
"ZNF513",130557
"SLC4A1AP",22950
"KIAA1143",57456
"KIF15",56992
"WDR43",23160
"ZDHHC3",51304
"LZTFL1",54585
"FYCO1",79443
"ELP6",54859
"ZNF148",7707
"SMIM12",113444
"ZMYM6",9204
"TPRA1",131601
"YEATS2",55689
"MEAF6",64769
"SNIP1",79753
"DNALI1",7802
"POLR2H",5437
"KLF15",28999
"CAMK2N2",94032
"TMEM41A",90407
"RPN1",6184
"SENP2",59343
"HEYL",26508
"IFT122",55764
"RFC4",5984
"RPL39L",116832
"BAP1",8314
"TKT",7086
"PRKCD",5580
"RFT1",91869
"SFMBT1",51460
"GNL3",26354
"PBRM1",55193
"UVSSA",57654
"TASOR",23272
"SLBP",7884
"LRPAP1",4043
"UBXN7",26043
"RNF168",165918
"PIGX",54965
"EXO5",64789
"C1orf50",79078
"ERMAP",114625
"ZNF691",51058
"AIMP1",9255
"METAP1",23173
"DNAJB14",79982
"H2AFZ",3015
"SLC9B2",133308
"BDH2",56898
"PGRMC2",10424
"CDC25A",993
"ZNF589",51385
"PLXNB1",5364
"CCDC51",79714
"ATRIP",84126
"SHISA5",51246
"SPRY1",10252
"BSN",8927
"APEH",327
"INTU",27152
"RNF123",63891
"HSPA4L",22824
"MFSD8",256471
"ABHD18",80167
"CAMKV",79012
"MON1A",84315
"RAD54L2",23132
"TEX264",51368
"GRM2",2912
"DUSP7",1849
"POC1A",25886
"PPM1M",132160
"WDR82",80335
"C4orf3",401152
"HMGB2",3148
"SAP30",8819
"SCRG1",11341
"MAD2L1",4085
"ANXA5",308
"MAP9",79884
"GUCY1A1",2982
"FBXO8",26269
"CEP44",80817
"GASK1B",51313
"NAA15",80155
"ARFIP1",27236
"ICE1",23379
"ANAPC10",10393
"ABCE1",6059
"OTUD4",54726
"LSM6",11157
"TMEM184C",55751
"PRMT9",90826
"MOCS2",4338
"EDIL3",10085
"TMEM161B",153396
"NDUFAF2",91942
"LMBRD2",92255
"NIPBL",25836
"ADGRV1",84059
"SLC25A46",91137
"STARD4",134429
"PGGT1B",5229
"F2RL2",2151
"CCDC112",153733
"CMBL",134147
"PRRC1",133619
"AGGF1",55109
"WDR41",55255
"NDUFS4",4724
"GRPEL2",134266
"ARSK",153642
"RHOBTB3",22836
"GPX8",493869
"TIGD6",81789
"CASP3",836
"PRIMPOL",201973
"ERAP1",51752
"EGFLAM",133584
"CFAP97",57587
"RICTOR",253260
"TENT2",167153
"EBF1",1879
"ANKRA2",57763
"UBLCP1",134510
"UTP15",84135
"NSA2",10412
"GFM2",84340
"TERT",7015
"CCDC127",133957
"SEPTIN8",23176
"UQCRQ",27089
"LEAP2",116842
"SLC35A1",10559
"FABP7",2173
"CITED2",10370
"DCBLD1",285761
"SFXN1",94081
"TMEM200A",114801
"PDSS2",57107
"STXBP5",134957
"DAGLB",221955
"KIAA0895",23366
"STK17A",9263
"TRA2A",29896
"GALNT10",55568
"SAP30L",79685
"RPS14",6208
"MYOZ3",91977
"COG5",10466
"BMT2",154743
"SLU7",10569
"RP9",6100
"PTTG1",9232
"CAMLG",819
"RELL2",285613
"KCNK5",8645
"ZNF12",7559
"SLC29A4",222962
"CDCA7L",55536
"SP8",221833
"MIOS",54468
"KIAA1324L",222223
"USP49",25862
"HEY1",23462
"ZNF704",619279
"FABP5",2171
"COL1A2",1278
"BRI3",25798
"LMTK2",22853
"CTSB",1508
"DLC1",10395
"ADCY1",107
"C8orf48",157773
"PEX2",5828
"RAD21",5885
"MED30",90390
"TNFRSF11B",4982
"EN2",2020
"SPIDR",23514
"ORC5",5001
"DNAAF5",54919
"OSGIN2",734
"SUN1",23353
"OXR1",55074
"MICALL2",79778
"INTS1",26173
"CDK5",1020
"SLC4A2",6522
"FASTK",10922
"TMUB1",83590
"PHAX",51808
"ALDH7A1",501
"FOXK1",221937
"COX6C",1345
"YWHAZ",7534
"BAALC",79870
"FZD6",8323
"SLC25A32",81034
"DCAF13",25879
"TP53INP1",94241
"INTS8",55656
"VIRMA",25962
"FREM1",158326
"GEM",2669
"PDP1",54704
"TMEM67",91147
"WASHC5",9897
"RPP25L",138716
"FAM219A",203259
"SNAPC3",6619
"MYORG",57462
"NUDT2",318
"TMEM65",157378
"PSIP1",11168
"UBAP1",51271
"DIRAS2",54769
"ABCA1",19
"NFIL3",4783
"METTL2B",55798
"FXN",2395
"ZMAT4",79698
"MAMDC2",256691
"KDM1B",221656
"HGSNAT",138050
"GKAP1",80318
"KIF27",55582
"HNRNPK",3190
"SVEP1",79987
"ANKS6",203286
"TMEM246",84302
"ZHX1",11244
"DYNLT3",6990
"MID1IP1",58526
"KIAA1958",158405
"PCDH19",57526
"PIGA",5277
"VEGFD",2277
"STRBP",55342
"GAPVD1",26130
"CARD19",84270
"WNK2",65268
"ATP7A",538
"ZNF367",195828
"NLGN4Y",22829
"HDX",139324
"NDUFB6",4712
"NOL6",65083
"TRMT10B",158234
"VCP",7415
"PIGO",84720
"STOML2",30968
"BRWD3",254065
"SLITRK5",26050
"MELK",9833
"OTUD1",220213
"ARHGAP12",94134
"FAT3",120114
"HECTD2",143279
"SLC7A3",84889
"FBXO33",254170
"INTS6L",203522
"SPTSSA",171546
"WRN",7486
"MARCH8",220972
"CFL2",1073
"SUGT1",10910
"GTF2A1",2957
"ZCCHC24",219654
"PGM2L1",283209
"PHYHIPL",84457
"SLC16A9",220963
"INPPL1",3636
"CRYL1",51084
"REEP3",221035
"SKA3",221150
"MICU2",221154
"DDIAS",220042
"PCF11",51585
"PKNOX2",63876
"LRR1",122769
"RPL36AL",6166
"DNAAF2",55172
"ZNF22",7570
"KLHDC2",23588
"EML5",161436
"NEMF",9147
"RPUSD4",84881
"ARF6",382
"TTC8",123016
"AMER2",219287
"KBTBD6",89890
"OTX2",5015
"NUDT5",11164
"DACT1",51339
"BEND7",222389
"ATP5F1C",509
"PRPF18",8559
"TAF3",83860
"VDAC2",7417
"COMTD1",118881
"SLC18A2",6571
"PDZD8",118987
"ZNF503",84858
"ABRAXAS2",23172
"QSOX2",169714
"FAM204A",63877
"NSD1",64324
"PRDX3",10935
"ENOX2",10495
"GHITM",27069
"SNAPC4",6621
"PMPCA",23203
"ENTR1",10807
"SPACA9",11092
"TSC1",7248
"HPRT1",3251
"BORCS5",118426
"DIPK1B",138311
"ZMYND19",116225
"STOX1",219736
"DDX21",9188
"BMS1",9790
"STK32C",282974
"JCAD",57608
"FUNDC2",65991
"PIP4P1",90809
"METTL17",64745
"NDRG2",57447
"ARHGEF40",55701
"NSMF",26012
"ZNF219",51222
"CASP7",840
"CCDC186",55088
"METTL3",56339
"SALL2",6297
"TRUB1",142940
"ZFYVE1",53349
"HSPA12A",259217
"FRAT1",10023
"UBTD1",80019
"E2F7",144455
"ARHGAP42",143872
"ISCA2",122961
"PACSIN3",29763
"TTC7B",145567
"SLC39A13",91252
"PSMC3",5702
"CPSF2",53981
"MOAP1",64112
"IFI27L1",122509
"HACD1",9200
"ARL5B",221079
"SMCO4",56935
"CEP295",85459
"TAF1D",79101
"ABTB2",25841
"R3HCC1L",27291
"AMOTL1",154810
"HTRA1",5654
"CEP57",9702
"SPRED1",161742
"JAM3",83700
"ADAMTS15",170689
"GPT2",84706
"RAB8B",51762
"IKBIP",121457
"RPUSD2",27079
"HIF1AN",55662
"NDUFB8",4714
"ZFYVE19",84936
"FBN1",2200
"BRD7",29117
"CKB",1152
"TRMT61A",115708
"BTRC",8945
"POLL",27343
"BAG5",9529
"DPCD",25911
"LARP6",55323
"API5",8539
"ZNF319",57567
"HPS6",79803
"SENP8",123228
"NOLC1",9221
"ALKBH3",221120
"COPS2",9318
"GABRB3",2562
"SGPL1",8879
"FRS2",10818
"CCT2",10576
"PCBD1",5092
"ARIH1",25820
"CLMP",79827
"COX11",1353
"ZNF202",7753
"STXBP4",252983
"CYYR1",116159
"CUL5",8065
"WBP1L",54838
"BORCS7",119032
"TMEM100",55273
"ANAPC16",119504
"SMPD1",6609
"APBB1",322
"NUDT13",25961
"TRIM44",54765
"TAF10",6881
"TPP1",1200
"DCHS1",8642
"NETO1",81832
"MSS51",118490
"CYB5A",1528
"USP54",159195
"C11orf74",119710
"ATP9B",374868
"PPFIBP2",8495
"CYB5R2",51700
"KIAA0355",9710
"SERPINB8",5271
"TUB",7275
"RIC3",79608
"IDH3A",3419
"CRABP1",1381
"ZMAT1",84460
"TRIM66",9866
"RNF169",254225
"RPL27A",6157
"ST5",6764
"PRTG",283659
"CENPN",55839
"AKIP1",56672
"ATMIN",23300
"C16orf46",123775
"TMEM41B",440026
"LEO1",123169
"ZNF143",7702
"TMX3",54495
"MFAP4",4239
"WEE1",7465
"MAPK7",5598
"HDGFL3",50810
"MCM7",4176
"ZNF3",7551
"ZSCAN21",7589
"RIMKLB",57494
"TK2",7084
"TMED3",23423
"SEC11C",90701
"TMEM135",65084
"NDEL1",81565
"CENPV",201161
"CIAO2B",51647
"HSP90B1",7184
"BLCAP",10904
"ATF7IP2",80063
"BEX3",27018
"TMPRSS5",80975
"COG1",9382
"PLEKHA7",144100
"ZNF606",80095
"ZCCHC18",644353
"B2M",567
"ZNF592",9640
"CASC4",113201
"AP1G1",164
"SLFN5",162394
"BMERB1",89927
"MARF1",9665
"SAAL1",113174
"YPEL4",219539
"PPIB",5479
"CIAO2A",84191
"FAM111A",63901
"PCLAF",9768
"KIF7",374654
