"","NGenes","Direction","PValue","FDR"
"REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS",0,"Up",2,1
"REACTOME_REGULATION_OF_APOPTOSIS",0,"Up",2,1
"REACTOME_NEURONAL_SYSTEM",0,"Up",2,1
"REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT",0,"Up",2,1
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",0,"Up",2,1
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE",0,"Up",2,1
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",0,"Up",2,1
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",0,"Up",2,1
"REACTOME_ENDOGENOUS_STEROLS",0,"Up",2,1
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS",0,"Up",2,1
"REACTOME_GLYCOLYSIS",0,"Up",2,1
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND",0,"Up",2,1
"REACTOME_MRNA_CAPPING",0,"Up",2,1
"REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION",0,"Up",2,1
"REACTOME_SIGNALING_BY_GPCR",0,"Up",2,1
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",0,"Up",2,1
"REACTOME_METABOLISM_OF_POLYAMINES",0,"Up",2,1
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY",0,"Up",2,1
"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",0,"Up",2,1
"REACTOME_CELL_CYCLE_MITOTIC",0,"Up",2,1
"REACTOME_GLUCONEOGENESIS",0,"Up",2,1
"REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE",0,"Up",2,1
"REACTOME_OPIOID_SIGNALLING",0,"Up",2,1
"REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION",0,"Up",2,1
"REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",0,"Up",2,1
"REACTOME_CA_DEPENDENT_EVENTS",0,"Up",2,1
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0,"Up",2,1
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",0,"Up",2,1
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",0,"Up",2,1
"REACTOME_DARPP_32_EVENTS",0,"Up",2,1
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",0,"Up",2,1
"REACTOME_CELL_CYCLE_CHECKPOINTS",0,"Up",2,1
"REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",0,"Up",2,1
"REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE",0,"Up",2,1
"REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_G_PROTEIN_ACTIVATION",0,"Up",2,1
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",0,"Up",2,1
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0,"Up",2,1
"REACTOME_TRNA_AMINOACYLATION",0,"Up",2,1
"REACTOME_OLFACTORY_SIGNALING_PATHWAY",0,"Up",2,1
"REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB",0,"Up",2,1
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES",0,"Up",2,1
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",0,"Up",2,1
"REACTOME_G1_PHASE",0,"Up",2,1
"REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION",0,"Up",2,1
"REACTOME_SIGNALING_BY_PDGF",0,"Up",2,1
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC",0,"Up",2,1
"REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS",0,"Up",2,1
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE",0,"Up",2,1
"REACTOME_PROTEIN_FOLDING",0,"Up",2,1
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC",0,"Up",2,1
"REACTOME_PEROXISOMAL_LIPID_METABOLISM",0,"Up",2,1
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY",0,"Up",2,1
"REACTOME_STRIATED_MUSCLE_CONTRACTION",0,"Up",2,1
"REACTOME_METABOLISM_OF_NUCLEOTIDES",0,"Up",2,1
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0,"Up",2,1
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION",0,"Up",2,1
"REACTOME_MUSCLE_CONTRACTION",0,"Up",2,1
"REACTOME_SEROTONIN_RECEPTORS",0,"Up",2,1
"REACTOME_MRNA_SPLICING",0,"Up",2,1
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",0,"Up",2,1
"REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA",0,"Up",2,1
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",0,"Up",2,1
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR",0,"Up",2,1
"REACTOME_AXON_GUIDANCE",0,"Up",2,1
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",0,"Up",2,1
"REACTOME_P2Y_RECEPTORS",0,"Up",2,1
"REACTOME_NCAM1_INTERACTIONS",0,"Up",2,1
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS",0,"Up",2,1
"REACTOME_REGULATION_OF_INSULIN_SECRETION",0,"Up",2,1
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",0,"Up",2,1
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS",0,"Up",2,1
"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS",0,"Up",2,1
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS",0,"Up",2,1
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS",0,"Up",2,1
"REACTOME_FANCONI_ANEMIA_PATHWAY",0,"Up",2,1
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS",0,"Up",2,1
"REACTOME_PROSTANOID_LIGAND_RECEPTORS",0,"Up",2,1
"REACTOME_OPSINS",0,"Up",2,1
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"REACTOME_CD28_CO_STIMULATION",0,"Up",2,1
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN",0,"Up",2,1
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0,"Up",2,1
"REACTOME_CRMPS_IN_SEMA3A_SIGNALING",0,"Up",2,1
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS",0,"Up",2,1
"REACTOME_PURINE_SALVAGE",0,"Up",2,1
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",0,"Up",2,1
"REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION",0,"Up",2,1
"REACTOME_CD28_DEPENDENT_VAV1_PATHWAY",0,"Up",2,1
"REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING",0,"Up",2,1
"REACTOME_SEMAPHORIN_INTERACTIONS",0,"Up",2,1
"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE",0,"Up",2,1
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION",0,"Up",2,1
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",0,"Up",2,1
"REACTOME_SPHINGOLIPID_METABOLISM",0,"Up",2,1
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",0,"Up",2,1
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",0,"Up",2,1
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS",0,"Up",2,1
"REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY",0,"Up",2,1
"REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",0,"Up",2,1
"REACTOME_TIGHT_JUNCTION_INTERACTIONS",0,"Up",2,1
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",0,"Up",2,1
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",0,"Up",2,1
"REACTOME_CTLA4_INHIBITORY_SIGNALING",0,"Up",2,1
"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM",0,"Up",2,1
"REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",0,"Up",2,1
"REACTOME_DEADENYLATION_OF_MRNA",0,"Up",2,1
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE",0,"Up",2,1
"REACTOME_SIGNAL_AMPLIFICATION",0,"Up",2,1
"REACTOME_ZINC_TRANSPORTERS",0,"Up",2,1
"REACTOME_METAL_ION_SLC_TRANSPORTERS",0,"Up",2,1
"REACTOME_SMOOTH_MUSCLE_CONTRACTION",0,"Up",2,1
"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE",0,"Up",2,1
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY",0,"Up",2,1
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR",0,"Up",2,1
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",0,"Up",2,1
"REACTOME_CELL_JUNCTION_ORGANIZATION",0,"Up",2,1
"REACTOME_PYRUVATE_METABOLISM",0,"Up",2,1
"REACTOME_PURINE_CATABOLISM",0,"Up",2,1
"REACTOME_METABOLISM_OF_RNA",0,"Up",2,1
"REACTOME_MITOTIC_G1_G1_S_PHASES",0,"Up",2,1
"REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE",0,"Up",2,1
"REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX",0,"Up",2,1
"REACTOME_MYOGENESIS",0,"Up",2,1
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0,"Up",2,1
"REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS",0,"Up",2,1
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",0,"Up",2,1
"REACTOME_GPCR_LIGAND_BINDING",0,"Up",2,1
"REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1",0,"Up",2,1
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS",0,"Up",2,1
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",0,"Up",2,1
"REACTOME_MITOTIC_G2_G2_M_PHASES",0,"Up",2,1
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0,"Up",2,1
"REACTOME_DNA_REPAIR",0,"Up",2,1
"REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS",0,"Up",2,1
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",0,"Up",2,1
"REACTOME_CHROMOSOME_MAINTENANCE",0,"Up",2,1
"REACTOME_L1CAM_INTERACTIONS",0,"Up",2,1
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS",0,"Up",2,1
"REACTOME_SIGNAL_TRANSDUCTION_BY_L1",0,"Up",2,1
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",0,"Up",2,1
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",0,"Up",2,1
"REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT",0,"Up",2,1
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING",0,"Up",2,1
"REACTOME_RECYCLING_PATHWAY_OF_L1",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS",0,"Up",2,1
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",0,"Up",2,1
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",0,"Up",2,1
"REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX",0,"Up",2,1
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",0,"Up",2,1
"REACTOME_CGMP_EFFECTS",0,"Up",2,1
"REACTOME_REGULATION_OF_SIGNALING_BY_CBL",0,"Up",2,1
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",0,"Up",2,1
"REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS",0,"Up",2,1
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE",0,"Up",2,1
"REACTOME_PLATELET_HOMEOSTASIS",0,"Up",2,1
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE",0,"Up",2,1
"REACTOME_PLATELET_SENSITIZATION_BY_LDL",0,"Up",2,1
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT",0,"Up",2,1
"REACTOME_RAP1_SIGNALLING",0,"Up",2,1
"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS",0,"Up",2,1
"REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR",0,"Up",2,1
"REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION",0,"Up",2,1
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",0,"Up",2,1
"REACTOME_TRANSPORT_OF_ORGANIC_ANIONS",0,"Up",2,1
"REACTOME_IRAK1_RECRUITS_IKK_COMPLEX",0,"Up",2,1
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION",0,"Up",2,1
"REACTOME_CIRCADIAN_CLOCK",0,"Up",2,1
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0,"Up",2,1
"REACTOME_REGULATION_OF_IFNG_SIGNALING",0,"Up",2,1
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS",0,"Up",2,1
"REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY",0,"Up",2,1
"REACTOME_GABA_B_RECEPTOR_ACTIVATION",0,"Up",2,1
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",0,"Up",2,1
"REACTOME_IRON_UPTAKE_AND_TRANSPORT",0,"Up",2,1
"REACTOME_INTERFERON_GAMMA_SIGNALING",0,"Up",2,1
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION",0,"Up",2,1
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING",0,"Up",2,1
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0,"Up",2,1
"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES",0,"Up",2,1
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING",0,"Up",2,1
"REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",0,"Up",2,1
"REACTOME_GABA_RECEPTOR_ACTIVATION",0,"Up",2,1
"REACTOME_KINESINS",0,"Up",2,1
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI",0,"Up",2,1
"REACTOME_REGULATION_OF_IFNA_SIGNALING",0,"Up",2,1
"REACTOME_INTERFERON_SIGNALING",0,"Up",2,1
"REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING",0,"Up",2,1
"REACTOME_DSCAM_INTERACTIONS",0,"Up",2,1
"REACTOME_ION_CHANNEL_TRANSPORT",0,"Up",2,1
"REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1",0,"Up",2,1
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER",0,"Up",2,1
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION",0,"Up",2,1
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",0,"Up",2,1
"REACTOME_MEIOTIC_RECOMBINATION",0,"Up",2,1
"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION",0,"Up",2,1
"REACTOME_SIGNALING_BY_NOTCH",0,"Up",2,1
"REACTOME_LAGGING_STRAND_SYNTHESIS",0,"Up",2,1
"REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1",0,"Up",2,1
"REACTOME_ETHANOL_OXIDATION",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS",0,"Up",2,1
"REACTOME_DNA_REPLICATION",0,"Up",2,1
"REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION",0,"Up",2,1
"REACTOME_METABOLISM_OF_CARBOHYDRATES",0,"Up",2,1
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",0,"Up",2,1
"REACTOME_SIGNAL_ATTENUATION",0,"Up",2,1
"REACTOME_SOS_MEDIATED_SIGNALLING",0,"Up",2,1
"REACTOME_HEMOSTASIS",0,"Up",2,1
"REACTOME_HIV_INFECTION",0,"Up",2,1
"REACTOME_HIV_LIFE_CYCLE",0,"Up",2,1
"REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE",0,"Up",2,1
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",0,"Up",2,1
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS",0,"Up",2,1
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS",0,"Up",2,1
"REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING",0,"Up",2,1
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0,"Up",2,1
"REACTOME_UNWINDING_OF_DNA",0,"Up",2,1
"REACTOME_GLUCURONIDATION",0,"Up",2,1
"REACTOME_INNATE_IMMUNE_SYSTEM",0,"Up",2,1
"REACTOME_MITOTIC_PROMETAPHASE",0,"Up",2,1
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION",0,"Up",2,1
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",0,"Up",2,1
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C",0,"Up",2,1
"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES",0,"Up",2,1
"REACTOME_INTEGRATION_OF_PROVIRUS",0,"Up",2,1
"REACTOME_GLUTATHIONE_CONJUGATION",0,"Up",2,1
"REACTOME_COMPLEMENT_CASCADE",0,"Up",2,1
"REACTOME_MTORC1_MEDIATED_SIGNALLING",0,"Up",2,1
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0,"Up",2,1
"REACTOME_GLUCOSE_METABOLISM",0,"Up",2,1
"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS",0,"Up",2,1
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM",0,"Up",2,1
"REACTOME_NOD1_2_SIGNALING_PATHWAY",0,"Up",2,1
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",0,"Up",2,1
"REACTOME_MEIOTIC_SYNAPSIS",0,"Up",2,1
"REACTOME_THE_NLRP3_INFLAMMASOME",0,"Up",2,1
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",0,"Up",2,1
"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS",0,"Up",2,1
"REACTOME_INFLAMMASOMES",0,"Up",2,1
"REACTOME_POTASSIUM_CHANNELS",0,"Up",2,1
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS",0,"Up",2,1
"REACTOME_TELOMERE_MAINTENANCE",0,"Up",2,1
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",0,"Up",2,1
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS",0,"Up",2,1
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",0,"Up",2,1
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT",0,"Up",2,1
"REACTOME_EXTENSION_OF_TELOMERES",0,"Up",2,1
"REACTOME_G2_M_CHECKPOINTS",0,"Up",2,1
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT",0,"Up",2,1
"REACTOME_S_PHASE",0,"Up",2,1
"REACTOME_TRYPTOPHAN_CATABOLISM",0,"Up",2,1
"REACTOME_DNA_STRAND_ELONGATION",0,"Up",2,1
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",0,"Up",2,1
"REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION",0,"Up",2,1
"REACTOME_METABOLISM_OF_PORPHYRINS",0,"Up",2,1
"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G",0,"Up",2,1
"REACTOME_SIGNALING_BY_FGFR",0,"Up",2,1
"REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE",0,"Up",2,1
"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION",0,"Up",2,1
"REACTOME_GAP_JUNCTION_ASSEMBLY",0,"Up",2,1
"REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI",0,"Up",2,1
"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",0,"Up",2,1
"REACTOME_APOPTOTIC_EXECUTION_PHASE",0,"Up",2,1
"NABA_COLLAGENS",0,"Up",2,1
"NABA_ECM_GLYCOPROTEINS",0,"Up",2,1
"NABA_ECM_REGULATORS",0,"Up",2,1
"NABA_ECM_AFFILIATED",0,"Up",2,1
"NABA_PROTEOGLYCANS",0,"Up",2,1
"NABA_SECRETED_FACTORS",0,"Up",2,1
"NABA_CORE_MATRISOME",0,"Up",2,1
"NABA_MATRISOME_ASSOCIATED",0,"Up",2,1
"NABA_BASEMENT_MEMBRANES",0,"Up",2,1
"NABA_MATRISOME",0,"Up",2,1
"BIOCARTA_PDZS_PATHWAY",0,"Up",2,1
"BIOCARTA_RACC_PATHWAY",0,"Up",2,1
"BIOCARTA_EICOSANOID_PATHWAY",0,"Up",2,1
"BIOCARTA_CHREBP_PATHWAY",0,"Up",2,1
"BIOCARTA_LIS1_PATHWAY",0,"Up",2,1
"BIOCARTA_HSWI_SNF_PATHWAY",0,"Up",2,1
"BIOCARTA_PCAF_PATHWAY",0,"Up",2,1
"BIOCARTA_LYMPHOCYTE_PATHWAY",0,"Up",2,1
"BIOCARTA_AMAN_PATHWAY",0,"Up",2,1
"BIOCARTA_NEUTROPHIL_PATHWAY",0,"Up",2,1
"BIOCARTA_EFP_PATHWAY",0,"Up",2,1
"BIOCARTA_CREM_PATHWAY",0,"Up",2,1
"BIOCARTA_ERAD_PATHWAY",0,"Up",2,1
"BIOCARTA_BTG2_PATHWAY",0,"Up",2,1
"BIOCARTA_TERT_PATHWAY",0,"Up",2,1
"BIOCARTA_GHRELIN_PATHWAY",0,"Up",2,1
"BIOCARTA_VOBESITY_PATHWAY",0,"Up",2,1
"BIOCARTA_ERBB3_PATHWAY",0,"Up",2,1
"BIOCARTA_CTBP1_PATHWAY",0,"Up",2,1
"BIOCARTA_PRION_PATHWAY",0,"Up",2,1
"BIOCARTA_PLK3_PATHWAY",0,"Up",2,1
"BIOCARTA_FXR_PATHWAY",0,"Up",2,1
"BIOCARTA_MHC_PATHWAY",0,"Up",2,1
"BIOCARTA_ACETAMINOPHEN_PATHWAY",0,"Up",2,1
"BIOCARTA_PRC2_PATHWAY",0,"Up",2,1
"BIOCARTA_SM_PATHWAY",0,"Up",2,1
"BIOCARTA_RANBP2_PATHWAY",0,"Up",2,1
"BIOCARTA_IRES_PATHWAY",0,"Up",2,1
"BIOCARTA_PLC_PATHWAY",0,"Up",2,1
"BIOCARTA_BBCELL_PATHWAY",0,"Up",2,1
"BIOCARTA_CDC25_PATHWAY",0,"Up",2,1
"BIOCARTA_DSP_PATHWAY",0,"Up",2,1
"BIOCARTA_NPC_PATHWAY",0,"Up",2,1
"BIOCARTA_FLUMAZENIL_PATHWAY",0,"Up",2,1
"BIOCARTA_MELANOCYTE_PATHWAY",0,"Up",2,1
"BIOCARTA_S1P_PATHWAY",0,"Up",2,1
"BIOCARTA_HBX_PATHWAY",0,"Up",2,1
"BIOCARTA_MALATEX_PATHWAY",0,"Up",2,1
"BIOCARTA_TSP1_PATHWAY",0,"Up",2,1
"BIOCARTA_NPP1_PATHWAY",0,"Up",2,1
"BIOCARTA_CPSF_PATHWAY",0,"Up",2,1
"BIOCARTA_HES_PATHWAY",0,"Up",2,1
"BIOCARTA_ERBB4_PATHWAY",0,"Up",2,1
"BIOCARTA_RHODOPSIN_PATHWAY",0,"Up",2,1
"BIOCARTA_RNAPOL3_PATHWAY",0,"Up",2,1
"BIOCARTA_TERC_PATHWAY",0,"Up",2,1
"BIOCARTA_EOSINOPHILS_PATHWAY",0,"Up",2,1
"BIOCARTA_REELIN_PATHWAY",0,"Up",2,1
"BIOCARTA_BARD1_PATHWAY",0,"Up",2,1
"BIOCARTA_LDL_PATHWAY",0,"Up",2,1
"BIOCARTA_SAM68_PATHWAY",0,"Up",2,1
"BIOCARTA_FBW7_PATHWAY",0,"Up",2,1
"BIOCARTA_CB1R_PATHWAY",0,"Up",2,1
"BIOCARTA_SUMO_PATHWAY",0,"Up",2,1
"BIOCARTA_IFNA_PATHWAY",0,"Up",2,1
"BIOCARTA_PKC_PATHWAY",0,"Up",2,1
"BIOCARTA_PPARG_PATHWAY",0,"Up",2,1
"BIOCARTA_ION_PATHWAY",0,"Up",2,1
"BIOCARTA_PELP1_PATHWAY",0,"Up",2,1
"BIOCARTA_STAT3_PATHWAY",0,"Up",2,1
"BIOCARTA_EEA1_PATHWAY",0,"Up",2,1
"BIOCARTA_MITR_PATHWAY",0,"Up",2,1
"BIOCARTA_CIRCADIAN_PATHWAY",0,"Up",2,1
"BIOCARTA_RECK_PATHWAY",0,"Up",2,1
"BIOCARTA_MSP_PATHWAY",0,"Up",2,1
"BIOCARTA_SLRP_PATHWAY",0,"Up",2,1
"BIOCARTA_ALTERNATIVE_PATHWAY",0,"Up",2,1
