"","NGenes","Direction","PValue","FDR"
"GO_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_PROTEIN_AUTOPHOSPHORYLATION",0,"Up",2,1
"GO_CELLULAR_COMPONENT_DISASSEMBLY",0,"Up",2,1
"GO_REGULATION_OF_GLIOGENESIS",0,"Up",2,1
"GO_AMINOGLYCAN_CATABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT",0,"Up",2,1
"GO_MUSCLE_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY",0,"Up",2,1
"GO_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING",0,"Up",2,1
"GO_RNA_LOCALIZATION",0,"Up",2,1
"GO_MULTI_ORGANISM_MEMBRANE_ORGANIZATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT",0,"Up",2,1
"GO_HISTONE_H4_ACETYLATION",0,"Up",2,1
"GO_MATING_BEHAVIOR",0,"Up",2,1
"GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",0,"Up",2,1
"GO_REGULATION_OF_PROTEIN_POLYUBIQUITINATION",0,"Up",2,1
"GO_INACTIVATION_OF_MAPK_ACTIVITY",0,"Up",2,1
"GO_PEPTIDYL_ARGININE_METHYLATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0,"Up",2,1
"GO_HISTONE_PHOSPHORYLATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",0,"Up",2,1
"GO_MULTICELLULAR_ORGANISM_REPRODUCTION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_NECROTIC_CELL_DEATH",0,"Up",2,1
"GO_REGULATION_OF_ORGANELLE_ORGANIZATION",0,"Up",2,1
"GO_STRIATED_MUSCLE_ADAPTATION",0,"Up",2,1
"GO_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE",0,"Up",2,1
"GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS",0,"Up",2,1
"GO_PROSTATE_GLANDULAR_ACINUS_DEVELOPMENT",0,"Up",2,1
"GO_REGULATION_OF_PROTEOLYSIS",0,"Up",2,1
"GO_ENDOCYTOSIS",0,"Up",2,1
"GO_PROTEIN_LOCALIZATION_TO_NUCLEUS",0,"Up",2,1
"GO_PEPTIDE_CATABOLIC_PROCESS",0,"Up",2,1
"GO_RAC_PROTEIN_SIGNAL_TRANSDUCTION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL",0,"Up",2,1
"GO_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_SECRETION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE",0,"Up",2,1
"GO_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION",0,"Up",2,1
"GO_NEURONAL_ACTION_POTENTIAL",0,"Up",2,1
"GO_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION",0,"Up",2,1
"GO_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT",0,"Up",2,1
"GO_BASEMENT_MEMBRANE_ORGANIZATION",0,"Up",2,1
"GO_SOMITE_DEVELOPMENT",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL",0,"Up",2,1
"GO_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0,"Up",2,1
"GO_SERTOLI_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_RNA_SPLICING",0,"Up",2,1
"GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION",0,"Up",2,1
"GO_REGULATION_OF_MUSCLE_ADAPTATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING",0,"Up",2,1
"GO_OLFACTORY_BULB_INTERNEURON_DEVELOPMENT",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",0,"Up",2,1
"GO_FEMALE_GENITALIA_DEVELOPMENT",0,"Up",2,1
"GO_NEUROBLAST_PROLIFERATION",0,"Up",2,1
"GO_MIDGUT_DEVELOPMENT",0,"Up",2,1
"GO_MITOCHONDRION_DISTRIBUTION",0,"Up",2,1
"GO_PEPTIDYL_METHIONINE_MODIFICATION",0,"Up",2,1
"GO_IMMUNOLOGICAL_SYNAPSE_FORMATION",0,"Up",2,1
"GO_VITAMIN_METABOLIC_PROCESS",0,"Up",2,1
"GO_MUSCLE_CELL_DEVELOPMENT",0,"Up",2,1
"GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST",0,"Up",2,1
"GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION",0,"Up",2,1
"GO_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_AXONOGENESIS",0,"Up",2,1
"GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE",0,"Up",2,1
"GO_OSTEOCLAST_DIFFERENTIATION",0,"Up",2,1
"GO_CARBOHYDRATE_DERIVATIVE_TRANSPORT",0,"Up",2,1
"GO_DEFINITIVE_HEMOPOIESIS",0,"Up",2,1
"GO_RENAL_FILTRATION",0,"Up",2,1
"GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",0,"Up",2,1
"GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION",0,"Up",2,1
"GO_REGULATION_OF_INTRACELLULAR_TRANSPORT",0,"Up",2,1
"GO_CARDIAC_CONDUCTION",0,"Up",2,1
"GO_AORTA_MORPHOGENESIS",0,"Up",2,1
"GO_RESPONSE_TO_ALCOHOL",0,"Up",2,1
"GO_CELLULAR_HOMEOSTASIS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH",0,"Up",2,1
"GO_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION",0,"Up",2,1
"GO_PROTEIN_INSERTION_INTO_MEMBRANE",0,"Up",2,1
"GO_ACTIVATION_OF_MAPK_ACTIVITY",0,"Up",2,1
"GO_EMBRYONIC_ORGAN_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ORGAN_GROWTH",0,"Up",2,1
"GO_EPOXYGENASE_P450_PATHWAY",0,"Up",2,1
"GO_MAMMARY_GLAND_DUCT_MORPHOGENESIS",0,"Up",2,1
"GO_AMINO_ACID_IMPORT",0,"Up",2,1
"GO_IMP_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION",0,"Up",2,1
"GO_LYMPHOCYTE_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",0,"Up",2,1
"GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION",0,"Up",2,1
"GO_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS",0,"Up",2,1
"GO_PROTEIN_HYDROXYLATION",0,"Up",2,1
"GO_PEPTIDYL_LYSINE_METHYLATION",0,"Up",2,1
"GO_REGULATION_OF_RESPONSE_TO_TUMOR_CELL",0,"Up",2,1
"GO_PROTEIN_TETRAMERIZATION",0,"Up",2,1
"GO_REGULATION_OF_TISSUE_REMODELING",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION",0,"Up",2,1
"GO_HISTONE_H3_ACETYLATION",0,"Up",2,1
"GO_REGULATION_OF_ANION_TRANSPORT",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION",0,"Up",2,1
"GO_RESPONSE_TO_OSMOTIC_STRESS",0,"Up",2,1
"GO_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",0,"Up",2,1
"GO_RUFFLE_ORGANIZATION",0,"Up",2,1
"GO_DNA_PACKAGING",0,"Up",2,1
"GO_MUSCLE_CELL_MIGRATION",0,"Up",2,1
"GO_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION",0,"Up",2,1
"GO_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA",0,"Up",2,1
"GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC",0,"Up",2,1
"GO_ADAPTATION_OF_SIGNALING_PATHWAY",0,"Up",2,1
"GO_TRANSCYTOSIS",0,"Up",2,1
"GO_EPITHELIAL_CELL_MATURATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_GENE_SILENCING",0,"Up",2,1
"GO_REGULATION_OF_CELL_DEVELOPMENT",0,"Up",2,1
"GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0,"Up",2,1
"GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE",0,"Up",2,1
"GO_REGULATION_OF_MEMBRANE_REPOLARIZATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_PEPTIDYL_LYSINE_DIMETHYLATION",0,"Up",2,1
"GO_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY",0,"Up",2,1
"GO_LIMBIC_SYSTEM_DEVELOPMENT",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CELL_KILLING",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_AXIS_ELONGATION",0,"Up",2,1
"GO_REGULATION_OF_MITOTIC_CELL_CYCLE",0,"Up",2,1
"GO_T_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING",0,"Up",2,1
"GO_RESPONSE_TO_MISFOLDED_PROTEIN",0,"Up",2,1
"GO_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_NEURON_DEATH",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION",0,"Up",2,1
"GO_DEFENSE_RESPONSE_TO_FUNGUS",0,"Up",2,1
"GO_RIBONUCLEOSIDE_CATABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING",0,"Up",2,1
"GO_REGULATION_OF_FILOPODIUM_ASSEMBLY",0,"Up",2,1
"GO_REGULATION_OF_CELL_PROJECTION_SIZE",0,"Up",2,1
"GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",0,"Up",2,1
"GO_MYELOID_DENDRITIC_CELL_ACTIVATION",0,"Up",2,1
"GO_MESONEPHROS_DEVELOPMENT",0,"Up",2,1
"GO_MESODERMAL_CELL_FATE_COMMITMENT",0,"Up",2,1
"GO_REGULATION_OF_DENDRITE_DEVELOPMENT",0,"Up",2,1
"GO_RESPONSE_TO_LIGHT_STIMULUS",0,"Up",2,1
"GO_REGULATION_OF_AXONOGENESIS",0,"Up",2,1
"GO_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",0,"Up",2,1
"GO_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE",0,"Up",2,1
"GO_REGULATION_OF_NEUTROPHIL_MIGRATION",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS",0,"Up",2,1
"GO_PENTOSE_METABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE",0,"Up",2,1
"GO_PHAGOCYTOSIS",0,"Up",2,1
"GO_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS",0,"Up",2,1
"GO_ALKALOID_METABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH",0,"Up",2,1
"GO_CENTROMERE_COMPLEX_ASSEMBLY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",0,"Up",2,1
"GO_RRNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX_EXPORT_FROM_NUCLEUS",0,"Up",2,1
"GO_MITOTIC_SISTER_CHROMATID_COHESION",0,"Up",2,1
"GO_KINETOCHORE_ORGANIZATION",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT",0,"Up",2,1
"GO_GLUCOSE_CATABOLIC_PROCESS",0,"Up",2,1
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN",0,"Up",2,1
"GO_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY",0,"Up",2,1
"GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION",0,"Up",2,1
"GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_CELL_CYCLE",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY",0,"Up",2,1
"GO_AXONAL_FASCICULATION",0,"Up",2,1
"GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0,"Up",2,1
"GO_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION",0,"Up",2,1
"GO_FOLIC_ACID_METABOLIC_PROCESS",0,"Up",2,1
"GO_REGIONALIZATION",0,"Up",2,1
"GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT",0,"Up",2,1
"GO_RESPONSE_TO_WATER",0,"Up",2,1
"GO_REGULATION_OF_CELL_KILLING",0,"Up",2,1
"GO_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE",0,"Up",2,1
"GO_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_RESPONSE_TO_OXIDATIVE_STRESS",0,"Up",2,1
"GO_REGULATION_OF_JUN_KINASE_ACTIVITY",0,"Up",2,1
"GO_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT",0,"Up",2,1
"GO_PHOSPHOLIPID_EFFLUX",0,"Up",2,1
"GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",0,"Up",2,1
"GO_TRNA_PROCESSING",0,"Up",2,1
"GO_REGULATION_OF_SYNAPSE_MATURATION",0,"Up",2,1
"GO_REGULATION_OF_VASCULAR_PERMEABILITY",0,"Up",2,1
"GO_RESPONSE_TO_MECHANICAL_STIMULUS",0,"Up",2,1
"GO_SUBPALLIUM_DEVELOPMENT",0,"Up",2,1
"GO_SOMATIC_RECOMBINATION_OF_IMMUNOGLOBULIN_GENE_SEGMENTS",0,"Up",2,1
"GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_RECEPTOR_CATABOLIC_PROCESS",0,"Up",2,1
"GO_SIGNAL_PEPTIDE_PROCESSING",0,"Up",2,1
"GO_EPITHELIAL_CELL_FATE_COMMITMENT",0,"Up",2,1
"GO_SODIUM_ION_TRANSPORT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_APOPTOTIC_MITOCHONDRIAL_CHANGES",0,"Up",2,1
"GO_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM",0,"Up",2,1
"GO_T_CELL_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION",0,"Up",2,1
"GO_SKELETAL_SYSTEM_MORPHOGENESIS",0,"Up",2,1
"GO_LEUKOTRIENE_METABOLIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION",0,"Up",2,1
"GO_RRNA_METHYLATION",0,"Up",2,1
"GO_GENE_SILENCING_BY_RNA",0,"Up",2,1
"GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_TEMPERATURE_HOMEOSTASIS",0,"Up",2,1
"GO_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION",0,"Up",2,1
"GO_PROTEIN_O_LINKED_GLYCOSYLATION",0,"Up",2,1
"GO_PURINERGIC_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_RECEPTOR_BINDING",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC",0,"Up",2,1
"GO_DOPAMINE_TRANSPORT",0,"Up",2,1
"GO_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0,"Up",2,1
"GO_CIRCULATORY_SYSTEM_DEVELOPMENT",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_GLUCONEOGENESIS",0,"Up",2,1
"GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION",0,"Up",2,1
"GO_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION",0,"Up",2,1
"GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_STABILIZATION",0,"Up",2,1
"GO_EMBRYONIC_PLACENTA_MORPHOGENESIS",0,"Up",2,1
"GO_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY",0,"Up",2,1
"GO_REGULATION_OF_ERAD_PATHWAY",0,"Up",2,1
"GO_BEHAVIOR",0,"Up",2,1
"GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT",0,"Up",2,1
"GO_MANNOSYLATION",0,"Up",2,1
"GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION",0,"Up",2,1
"GO_AXON_EXTENSION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE",0,"Up",2,1
"GO_BILE_ACID_METABOLIC_PROCESS",0,"Up",2,1
"GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT",0,"Up",2,1
"GO_INNERVATION",0,"Up",2,1
"GO_RESPONSE_TO_VIRUS",0,"Up",2,1
"GO_DEVELOPMENTAL_MATURATION",0,"Up",2,1
"GO_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS",0,"Up",2,1
"GO_ALCOHOL_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_ADIPOSE_TISSUE_DEVELOPMENT",0,"Up",2,1
"GO_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_PROTEIN_TARGETING_TO_LYSOSOME",0,"Up",2,1
"GO_ISOPRENOID_METABOLIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND",0,"Up",2,1
"GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_RESPONSE_TO_UV_B",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_DRUG",0,"Up",2,1
"GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS",0,"Up",2,1
"GO_AUTOPHAGOSOME_ORGANIZATION",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",0,"Up",2,1
"GO_PROTEIN_AUTOPROCESSING",0,"Up",2,1
"GO_ERYTHROCYTE_DEVELOPMENT",0,"Up",2,1
"GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS",0,"Up",2,1
"GO_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING",0,"Up",2,1
"GO_POLYOL_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",0,"Up",2,1
"GO_ENDODERMAL_CELL_FATE_COMMITMENT",0,"Up",2,1
"GO_MONOAMINE_TRANSPORT",0,"Up",2,1
"GO_RESPONSE_TO_STARVATION",0,"Up",2,1
"GO_REGULATION_OF_GTPASE_ACTIVITY",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING",0,"Up",2,1
"GO_RESPONSE_TO_REDOX_STATE",0,"Up",2,1
"GO_REGULATION_OF_GLUCONEOGENESIS",0,"Up",2,1
"GO_POST_EMBRYONIC_DEVELOPMENT",0,"Up",2,1
"GO_CELLULAR_DEFENSE_RESPONSE",0,"Up",2,1
"GO_BIOLOGICAL_ADHESION",0,"Up",2,1
"GO_CORTICAL_CYTOSKELETON_ORGANIZATION",0,"Up",2,1
"GO_HORMONE_METABOLIC_PROCESS",0,"Up",2,1
"GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND",0,"Up",2,1
"GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER",0,"Up",2,1
"GO_UTERUS_DEVELOPMENT",0,"Up",2,1
"GO_THYROID_GLAND_DEVELOPMENT",0,"Up",2,1
"GO_DNA_REPLICATION",0,"Up",2,1
"GO_NEURAL_TUBE_PATTERNING",0,"Up",2,1
"GO_RESPONSE_TO_HISTAMINE",0,"Up",2,1
"GO_RESPONSE_TO_MANGANESE_ION",0,"Up",2,1
"GO_REGULATION_OF_SISTER_CHROMATID_SEGREGATION",0,"Up",2,1
"GO_CELL_CYCLE_PROCESS",0,"Up",2,1
"GO_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS",0,"Up",2,1
"GO_SIALYLATION",0,"Up",2,1
"GO_REGULATION_OF_GENE_SILENCING",0,"Up",2,1
"GO_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT",0,"Up",2,1
"GO_ENDOCRINE_PROCESS",0,"Up",2,1
"GO_PRIMARY_ALCOHOL_METABOLIC_PROCESS",0,"Up",2,1
"GO_PLATELET_AGGREGATION",0,"Up",2,1
